#HEADER
Analysis
Version,1.4.0,1.04
Filename,A519_Pb-2531.TXT
MethodName,PbFaraday_Pbc3Line.TIMSAM
MethodPath,C:\IsoLinx\Projects\RIGL.Pro\Methods
IsoWorksMethod,PbFaraday_Pbc3Line
FolderPath,C:\IsoLinx\Projects\RIGL.Pro\Analysis\T0039_HiPb981DblSpk\A519_Pb.RAW
Corrected,Yes
BChannels,Yes
TimeZero, December 27, 2021 12:39:21 PM.464

#COLLECTORS
Name,Type,Resistor,Gain,Efficiency,DT
PM,PM,1e+11,1.000000000,1.000000000,31.3000
L5,F,1e+11,1.000000000,1.000000000,0.0000
L4,F,1e+11,1.000362239,1.000000000,0.0000
L3,F,1e+11,1.001916859,1.000000000,0.0000
L2,F,1e+11,0.998704526,1.000000000,0.0000
Ax,F,1e+11,0.994221629,1.000000000,0.0000
H1,F,1e+11,1.004330622,1.000000000,0.0000
H2,F,1e+11,0.967642535,1.000000000,0.0000
H3,F,1e+11,0.988378437,1.000000000,0.0000
H4,F,1e+11,0.996368444,1.000000000,0.0000

#BASELINES
ID,Block,Cycle,Integ,PeakID,AxMass,Time,PM,L5,L4,L3,L2,Ax,H1,H2,H3,H4,L5.B,L4.B,L3.B,L2.B,Ax.B,H1.B,H2.B,H3.B,H4.B
BL1, 1, 1, 1, BL1, 203.5000, 150.1988919, 0.000000000000e+000, 8.523898278464e-006, -4.111475936881e-007, -7.380961113921e-007, 1.365903491895e-006, 2.685698045295e-006, 1.944346420261e-006, 1.822419014776e-005, 2.605529724326e-005, 2.908510191129e-005, 8.523898278464e-006, -4.111475936881e-007, -7.380961113921e-007, 1.365903491895e-006, 2.685698045295e-006, 1.944346420261e-006, 1.822419014776e-005, 2.605529724326e-005, 2.908510191129e-005
BL2, 1, 1, 1, BL2, 204.5000, 156.2118421, 0.000000000000e+000, -8.977290313050e-006, -4.036008858319e-006, -3.608410613693e-006, -9.071239297807e-007, -2.733470159387e-006, 1.771827455850e-005, 1.775209621585e-005, 2.848362403968e-005, 8.862461193162e-006, -8.977290313050e-006, -4.036008858319e-006, -3.608410613693e-006, -9.071239297807e-007, -2.733470159387e-006, 1.771827455850e-005, 1.775209621585e-005, 2.848362403968e-005, 8.862461193162e-006
BL3, 1, 1, 1, BL3, 205.5000, 162.2252594, 0.000000000000e+000, -1.980084950087e-005, -1.051348682526e-005, -9.414124853851e-007, -5.982009326945e-007, 6.909770256605e-006, 5.601477400990e-005, 1.320234181374e-005, -1.067823523584e-006, 4.502268264369e-006, -1.980084950087e-005, -1.051348682526e-005, -9.414124853851e-007, -5.982009326945e-007, 6.909770256605e-006, 5.601477400990e-005, 1.320234181374e-005, -1.067823523584e-006, 4.502268264369e-006
BL4, 1, 1, 1, BL4, 206.5000, 168.2385554, 0.000000000000e+000, 3.721528257016e-006, 9.664955762147e-006, 1.029740715716e-005, 1.035180163033e-005, 2.293954858103e-005, 6.832711781940e-005, 2.401574925143e-005, 8.528509964534e-007, 1.197075926291e-006, 3.721528257016e-006, 9.664955762147e-006, 1.029740715716e-005, 1.035180163033e-005, 2.293954858103e-005, 6.832711781940e-005, 2.401574925143e-005, 8.528509964534e-007, 1.197075926291e-006
BL1, 1, 2, 1, BL1, 203.5000, 194.0005457, 0.000000000000e+000, 7.109635944106e-006, -7.818120634703e-006, 2.943493163908e-006, -4.754120420576e-006, 3.397193303854e-006, 3.824772282696e-006, 1.670309858761e-005, 2.713737844169e-005, 3.073781933584e-005, 7.109635944106e-006, -7.818120634703e-006, 2.943493163908e-006, -4.754120420576e-006, 3.397193303854e-006, 3.824772282696e-006, 1.670309858761e-005, 2.713737844169e-005, 3.073781933584e-005
BL2, 1, 2, 1, BL2, 204.5000, 200.0140023, 0.000000000000e+000, 5.631460837131e-006, -5.123045705870e-006, 3.380872347768e-006, 1.619398114976e-008, -4.646333729360e-006, 2.107866850934e-005, 1.709642111463e-005, 3.351749368496e-005, 2.454744277044e-005, 5.631460837131e-006, -5.123045705870e-006, 3.380872347768e-006, 1.619398114976e-008, -4.646333729360e-006, 2.107866850934e-005, 1.709642111463e-005, 3.351749368496e-005, 2.454744277044e-005
BL3, 1, 2, 1, BL3, 205.5000, 206.0282065, 0.000000000000e+000, 4.820765353854e-006, 7.054746483023e-006, 4.725803786137e-006, 1.363354652342e-006, 1.131422834927e-005, 6.458025082662e-005, 3.874273335932e-005, 1.939415200859e-005, 4.675122956744e-006, 4.820765353854e-006, 7.054746483023e-006, 4.725803786137e-006, 1.363354652342e-006, 1.131422834927e-005, 6.458025082662e-005, 3.874273335932e-005, 1.939415200859e-005, 4.675122956744e-006
BL4, 1, 2, 1, BL4, 206.5000, 212.0421049, 0.000000000000e+000, 4.848544879116e-008, 1.209069908192e-006, 9.459177077035e-006, 2.100634185534e-005, 2.660037758892e-005, 7.654854787390e-005, 2.787078614712e-005, -4.841301435120e-006, -1.618570172589e-006, 4.848544879116e-008, 1.209069908192e-006, 9.459177077035e-006, 2.100634185534e-005, 2.660037758892e-005, 7.654854787390e-005, 2.787078614712e-005, -4.841301435120e-006, -1.618570172589e-006
BL1, 1, 3, 1, BL1, 203.5000, 237.8051289, 0.000000000000e+000, -2.312329594712e-007, 9.073680919309e-007, 6.673071850020e-006, 5.841962543843e-007, 1.321028197754e-005, 1.859503343877e-005, 2.130836599427e-005, 3.601058106302e-005, 3.700631390900e-005, -2.312329594712e-007, 9.073680919309e-007, 6.673071850020e-006, 5.841962543843e-007, 1.321028197754e-005, 1.859503343877e-005, 2.130836599427e-005, 3.601058106302e-005, 3.700631390900e-005
BL2, 1, 3, 1, BL2, 204.5000, 243.8187236, 0.000000000000e+000, 6.141592735153e-006, 8.967025102290e-006, -3.132534902623e-006, 1.036818480791e-005, 1.553712773721e-005, 1.584550403531e-005, 2.835279297029e-005, 3.901509215810e-005, 2.994093390149e-005, 6.141592735153e-006, 8.967025102290e-006, -3.132534902623e-006, 1.036818480791e-005, 1.553712773721e-005, 1.584550403531e-005, 2.835279297029e-005, 3.901509215810e-005, 2.994093390149e-005
