Tripoli tab-delimited output of processed data for:
A519__U.trip
produced on: 2021-12-27

Each column header shows ratio name, Tripolized mean, Tripolized stdErr, Fractionation Corrected flag.
Data is presented by blocks that are separated by blank lines. 
Any discarded value is shown as a negative number. 
Any missing value is represented by a blank entry. 

Time            	i208_S1         	i207_S1         	i204_S1         	R64S1           	R74S1           	R84S1           	R86S1           	R76S1           	R87S1           	R64S2           	R74S2           	R84S2           	R86S2           	R76S2           	R87S2           	R64S3           	R74S3           	R84S3           	R86S3           	R76S3           	R87S3           	
                	                	                	                	                	                	                	                	                	                	                	                	                	                	                	                	                	                	                	                	                	                	
                	                	                	                	                	                	                	                	                	                	                	                	                	                	                	                	                	                	                	                	                	                	
8.820276975E+003	1.468629802E+001	6.285857209E+000	4.104250839E-001	1.577039338E+001	1.453230933E+001	3.440409095E+001	2.239283483E+000	1.077086007E+000	2.378991148E+000	1.599288607E+001	1.510578674E+001	3.337395988E+001	2.151863159E+000	1.078622763E+000	2.312210472E+000	1.579606235E+001	1.467605948E+001	3.360889915E+001	3.126600742E+000	1.105028578E+000	2.383637877E+000	
3.213114636E+000	6.112320935E+000	6.076557210E+000	6.051655258E+000	2.369531368E+000	2.374037294E+000	2.334031144E+000	2.842216872E+000	4.020970890E+000	2.150408063E+000	1.773256520E+000	2.410450776E+000	2.196658433E+000	2.742089812E+000	1.266598167E+001	1.716920752E+000	1.682666064E+000	2.016308589E+000	1.810594496E+000	2.068543580E+001	7.068415628E+000	3.066268489E+000	
not frac corr   	not frac corr   	not frac corr   	not frac corr   	not frac corr   	not frac corr   	not frac corr   	not frac corr   	not frac corr   	not frac corr   	not frac corr   	not frac corr   	not frac corr   	not frac corr   	not frac corr   	not frac corr   	not frac corr   	not frac corr   	not frac corr   	not frac corr   	not frac corr   	not frac corr   	

2.743209000E+003	4.637025662E+001	1.958559109E+001	1.266526013E+000	1.691582162E+001	1.546402592E+001	3.661216284E+001	2.164373902E+000	9.141752774E-001	2.367569935E+000	1.691739335E+001	1.546475682E+001	3.661746199E+001	2.164486056E+000	9.141335489E-001	2.367800698E+000	1.691762752E+001	1.546519790E+001	3.661564274E+001	2.164348558E+000	9.141469678E-001	2.367615530E+000	

2.845435000E+003	4.456458687E+001	1.882241175E+001	1.217166716E+000	1.691563388E+001	1.546411966E+001	3.661337947E+001	2.164469846E+000	9.141909649E-001	2.367634257E+000	1.691927269E+001	1.546641311E+001	3.662254984E+001	2.164546344E+000	9.141299030E-001	2.367876093E+000	1.691759335E+001	1.546540364E+001	3.661623904E+001	2.164388178E+000	9.141609755E-001	2.367622592E+000	
2.889215000E+003	4.382646143E+001	1.851080607E+001	1.196936946E+000	1.691609611E+001	1.546514721E+001	3.661551395E+001	2.164536884E+000	9.142267290E-001	2.367614964E+000	1.691780185E+001	1.546539814E+001	3.661945657E+001	2.164551689E+000	9.141493838E-001	2.367831481E+000	1.692013040E+001	1.546799603E+001	3.662353519E+001	2.164494855E+000	9.141771172E-001	2.367697478E+000	
2.932999000E+003	4.308657904E+001	1.819809983E+001	1.176654330E+000	1.691663629E+001	1.546596937E+001	3.661787318E+001	2.164607227E+000	9.142461363E-001	2.367641646E+000	1.691904045E+001	1.546658139E+001	3.662304903E+001	2.164605560E+000	9.141523971E-001	2.367882605E+000	1.691730015E+001	1.546536180E+001	3.661825332E+001	2.164544756E+000	9.141743459E-001	2.367759241E+000	
2.976806000E+003	4.237783444E+001	1.789866588E+001	1.157311885E+000	1.691648143E+001	1.546572372E+001	3.661747103E+001	2.164603271E+000	9.142399847E-001	2.367653250E+000	1.691901781E+001	1.546620858E+001	3.662351172E+001	2.164635804E+000	9.141315857E-001	2.367969598E+000	1.691927861E+001	1.546643564E+001	3.662164964E+001	2.164492381E+000	9.141309152E-001	2.367814440E+000	
3.020613000E+003	4.172072048E+001	1.762127054E+001	1.139415277E+000	1.691563216E+001	1.546518718E+001	3.661590407E+001	2.164619314E+000	9.142541667E-001	2.367634070E+000	1.691965354E+001	1.546783960E+001	3.662659790E+001	2.164736873E+000	9.141936363E-001	2.367919429E+000	1.691853290E+001	1.546670387E+001	3.662148197E+001	2.164577873E+000	9.141870607E-001	2.367762536E+000	
3.064444000E+003	4.107551837E+001	1.734834359E+001	1.121491956E+000	1.691939457E+001	1.546898620E+001	3.662578064E+001	2.164721704E+000	9.142753976E-001	2.367691080E+000	1.691719866E+001	1.546518955E+001	3.662063286E+001	2.164698399E+000	9.141696486E-001	2.367939477E+000	1.691980214E+001	1.546760492E+001	3.662426540E+001	2.164580005E+000	9.141717375E-001	2.367804556E+000	
3.108228000E+003	4.043525526E+001	1.707789672E+001	1.104107218E+000	1.691828433E+001	1.546760717E+001	3.662258031E+001	2.164674596E+000	9.142538844E-001	2.367695268E+000	1.692101114E+001	1.546859570E+001	3.662964652E+001	2.164743361E+000	9.141649731E-001	2.368000770E+000	1.691991187E+001	1.546862205E+001	3.662542498E+001	2.164634501E+000	9.142259233E-001	2.367723826E+000	
3.152057000E+003	3.976994075E+001	1.679670473E+001	1.085734351E+000	1.692091774E+001	1.547036318E+001	3.662953164E+001	2.164748521E+000	9.142744750E-001	2.367722801E+000	1.691943991E+001	1.546742256E+001	3.662613624E+001	2.164736920E+000	9.141805309E-001	2.367953426E+000	1.692015733E+001	1.546824288E+001	3.662650979E+001	2.164667212E+000	9.141902511E-001	2.367851997E+000	
3.195834000E+003	3.917528771E+001	1.654468631E+001	1.069730656E+000	1.691669108E+001	1.546621686E+001	3.662163693E+001	2.164822704E+000	9.142578054E-001	2.367847112E+000	1.692085477E+001	1.546922681E+001	3.663088337E+001	2.164836462E+000	9.142107194E-001	2.367984115E+000	1.692182057E+001	1.546975957E+001	3.663068327E+001	2.164701080E+000	9.141900247E-001	2.367889631E+000	
3.239640000E+003	3.860273376E+001	1.630329607E+001	1.053838672E+000	1.692127096E+001	1.547039078E+001	3.663059137E+001	2.164765960E+000	9.142570213E-001	2.367787077E+000	1.692239125E+001	1.547074046E+001	3.663528205E+001	2.164899836E+000	9.142171591E-001	2.368036756E+000	1.691967490E+001	1.546778337E+001	3.662527872E+001	2.164656173E+000	9.141891589E-001	2.367842751E+000	

3.445234000E+003	3.661703321E+001	1.546450868E+001	9.995445105E-001	1.692195713E+001	1.547155581E+001	3.663371949E+001	2.164863035E+000	9.142887956E-001	2.367810965E+000	1.691821635E+001	1.546640009E+001	3.662641734E+001	2.164910093E+000	9.141862101E-001	2.368128144E+000	1.692280656E+001	1.547136529E+001	3.663671799E+001	2.164931559E+000	9.142316452E-001	2.368033933E+000	
3.489051000E+003	3.609720784E+001	1.524467649E+001	9.854853815E-001	1.691938050E+001	1.546920611E+001	3.662886180E+001	2.164905612E+000	9.142891555E-001	2.367856601E+000	1.692098814E+001	1.546904229E+001	3.663413795E+001	2.165011738E+000	9.141926082E-001	2.368222756E+000	1.692306142E+001	1.547204170E+001	3.663645770E+001	2.164883575E+000	9.142578470E-001	2.367913583E+000	
3.532874000E+003	3.564811326E+001	1.505447103E+001	9.731299225E-001	1.692051017E+001	1.547015530E+001	3.663242948E+001	2.164971925E+000	9.142842117E-001	2.367941935E+000	1.691956774E+001	1.546799150E+001	3.663086933E+001	2.165000305E+000	9.142072500E-001	2.368172321E+000	1.692305334E+001	1.547233818E+001	3.663688178E+001	2.164909668E+000	9.142758032E-001	2.367895618E+000	
3.576697000E+003	3.525124874E+001	1.488720765E+001	9.623434145E-001	1.691964202E+001	1.546974544E+001	3.663063331E+001	2.164976851E+000	9.143068997E-001	2.367888563E+000	1.692375099E+001	1.547154604E+001	3.663908596E+001	2.164950665E+000	9.141913071E-001	2.368159321E+000	1.692228934E+001	1.547118808E+001	3.663562957E+001	2.164933409E+000	9.142491166E-001	2.367990704E+000	
3.620497000E+003	3.483518885E+001	1.471082668E+001	9.508123908E-001	1.692255030E+001	1.547184999E+001	3.663728952E+001	2.164998116E+000	9.142741319E-001	2.367996688E+000	1.692190522E+001	1.547058020E+001	3.663605207E+001	2.165007521E+000	9.142339469E-001	2.368111060E+000	1.692218180E+001	1.547146242E+001	3.663520316E+001	2.164921970E+000	9.142711384E-001	2.367921155E+000	
3.664409000E+003	3.437284502E+001	1.451595249E+001	9.382095254E-001	1.692190493E+001	1.547197305E+001	3.663664042E+001	2.165042327E+000	9.143162734E-001	2.367935900E+000	1.692192425E+001	1.547052265E+001	3.663694579E+001	2.165057901E+000	9.142295180E-001	2.368177639E+000	1.692083072E+001	1.546977603E+001	3.663270951E+001	2.164947462E+000	9.142444769E-001	2.368018092E+000	
3.708219000E+003	3.395485653E+001	1.433967008E+001	9.266969783E-001	1.692352251E+001	1.547395796E+001	3.664073297E+001	2.165077215E+000	9.143461682E-001	2.367896635E+000	1.692164799E+001	1.547091783E+001	3.663771906E+001	2.165138944E+000	9.142677969E-001	2.368167129E+000	1.692235267E+001	1.547095539E+001	3.663575399E+001	2.164932661E+000	9.142319446E-001	2.368034364E+000	
3.752037000E+003	3.352086360E+001	1.415600358E+001	9.150426779E-001	1.691957810E+001	1.547032059E+001	3.663311494E+001	2.165131703E+000	9.143443470E-001	2.367960943E+000	1.692155080E+001	1.547093127E+001	3.663859738E+001	2.165203285E+000	9.142738424E-001	2.368221844E+000	1.692668797E+001	1.547538341E+001	3.664723035E+001	2.165056177E+000	9.142593891E-001	2.368098378E+000	
3.795856000E+003	3.321267526E+001	1.402549914E+001	9.065926043E-001	1.692065780E+001	1.547056426E+001	3.663461968E+001	2.165082475E+000	9.143004036E-001	2.368020911E+000	1.692574804E+001	1.547413386E+001	3.664522673E+001	2.165058032E+000	9.142363352E-001	2.368160123E+000	1.692228720E+001	1.547164970E+001	3.663687364E+001	2.165007201E+000	9.142765112E-001	2.368000462E+000	
3.839669000E+003	3.286796269E+001	1.388005578E+001	8.970333603E-001	1.692290218E+001	1.547328828E+001	3.664073616E+001	2.165156767E+000	9.143401124E-001	2.367999322E+000	1.692159620E+001	1.547049430E+001	3.663874803E+001	2.165206379E+000	9.142455662E-001	2.368298473E+000	1.692506626E+001	1.547423612E+001	3.664323422E+001	2.165027519E+000	9.142792046E-001	2.368015710E+000	

3.942193000E+003	3.218889706E+001	1.359316419E+001	8.785302151E-001	1.692231519E+001	1.547262001E+001	3.663948775E+001	2.165158097E+000	9.143323379E-001	2.368020912E+000	1.692245036E+001	1.547156908E+001	3.664110108E+001	2.165236139E+000	9.142629321E-001	2.368286040E+000	1.692462627E+001	1.547364495E+001	3.664427787E+001	2.165145468E+000	9.142680433E-001	2.368173626E+000	
3.986000000E+003	3.181186481E+001	1.343386143E+001	8.683672308E-001	1.691941951E+001	1.547025377E+001	3.663411479E+001	2.165211092E+000	9.143489685E-001	2.368035801E+000	1.692301057E+001	1.547181637E+001	3.664204073E+001	2.165219986E+000	9.142472792E-001	2.368308920E+000	1.692258438E+001	1.547174932E+001	3.663928232E+001	2.165111516E+000	9.142663419E-001	2.368140898E+000	
4.029786000E+003	3.153316712E+001	1.331611281E+001	8.606348617E-001	1.692200712E+001	1.547243018E+001	3.663942576E+001	2.165193851E+000	9.143377659E-001	2.368045959E+000	1.692357074E+001	1.547207313E+001	3.664323881E+001	2.165219112E+000	9.142321894E-001	2.368347053E+000	1.692371671E+001	1.547309647E+001	3.664308803E+001	2.165191527E+000	9.142847715E-001	2.368180675E+000	
4.073589000E+003	3.127365102E+001	1.320605651E+001	8.535203978E-001	1.692193021E+001	1.547245566E+001	3.664077754E+001	2.165283576E+000	9.143434273E-001	2.368129426E+000	1.692533637E+001	1.547470865E+001	3.664960516E+001	2.165369383E+000	9.142925323E-001	2.368355101E+000	1.692048600E+001	1.547047027E+001	3.663631828E+001	2.165204846E+000	9.143041320E-001	2.368145095E+000	
4.117368000E+003	3.097674687E+001	1.308061206E+001	8.452501484E-001	1.692542525E+001	1.547543303E+001	3.664802299E+001	2.165264533E+000	9.143305294E-001	2.368142005E+000	1.692546149E+001	1.547423979E+001	3.664879782E+001	2.165305675E+000	9.142580721E-001	2.368374686E+000	1.692297860E+001	1.547294883E+001	3.664187347E+001	2.165214194E+000	9.143159253E-001	2.368124775E+000	
4.161161000E+003	3.070073199E+001	1.296435263E+001	8.378092027E-001	1.692378786E+001	1.547411104E+001	3.664406155E+001	2.165239948E+000	9.143408769E-001	2.368088317E+000	1.692354630E+001	1.547294039E+001	3.664601527E+001	2.165386298E+000	9.142847556E-001	2.368393747E+000	1.692813235E+001	1.547688820E+001	3.665220004E+001	2.165165022E+000	9.142702739E-001	2.368189237E+000	
4.205048000E+003	3.042684409E+001	1.284803972E+001	8.302341438E-001	1.692521208E+001	1.547520035E+001	3.664850972E+001	2.165320562E+000	9.143282981E-001	2.368209063E+000	1.692527650E+001	1.547430218E+001	3.665073474E+001	2.165443781E+000	9.142717507E-001	2.368490308E+000	1.692131772E+001	1.547084738E+001	3.663932150E+001	2.165275903E+000	9.142814785E-001	2.368281491E+000	
4.248848000E+003	3.010107324E+001	1.271086615E+001	8.214104292E-001	1.692319801E+001	1.547443969E+001	3.664559418E+001	2.165405980E+000	9.143921663E-001	2.368137064E+000	1.692039135E+001	1.546949416E+001	3.663958248E+001	2.165409873E+000	9.142515582E-001	2.368505532E+000	1.692830134E+001	1.547671259E+001	3.665263164E+001	2.165168903E+000	9.142507736E-001	2.368243994E+000	
4.292636000E+003	2.983809314E+001	1.259942560E+001	8.141625811E-001	1.692453499E+001	1.547531893E+001	3.664881417E+001	2.165425176E+000	9.143718828E-001	2.368210590E+000	1.692696836E+001	1.547673211E+001	3.665433649E+001	2.165440125E+000	9.143239227E-001	2.368351162E+000	1.692450023E+001	1.547461831E+001	3.664708040E+001	2.165327183E+000	9.143323641E-001	2.368205773E+000	
4.336446000E+003	2.957133280E+001	1.248648369E+001	8.070054967E-001	1.692195933E+001	1.547261294E+001	3.664328548E+001	2.165428055E+000	9.143511481E-001	2.368267442E+000	1.692395911E+001	1.547322795E+001	3.664732304E+001	2.165410753E+000	9.142794454E-001	2.368434250E+000	1.692763720E+001	1.547701822E+001	3.665354111E+001	2.165307578E+000	9.143046979E-001	2.368255990E+000	

4.542551000E+003	2.903030524E+001	1.225781636E+001	7.922568730E-001	1.692150176E+001	1.547202274E+001	3.664254137E+001	2.165442636E+000	9.143409943E-001	2.368309689E+000	1.692503035E+001	1.547437006E+001	3.665167219E+001	2.165530663E+000	9.142890579E-001	2.368540500E+000	1.692777603E+001	1.547711578E+001	3.665552648E+001	2.165407104E+000	9.143029628E-001	2.368369339E+000	
4.586340000E+003	2.892253944E+001	1.221281725E+001	7.891901614E-001	1.692453710E+001	1.547512609E+001	3.664837812E+001	2.165399142E+000	9.143603746E-001	2.368211924E+000	1.692541645E+001	1.547502170E+001	3.665253994E+001	2.165532532E+000	9.143067023E-001	2.368496836E+000	1.692499841E+001	1.547486458E+001	3.665025623E+001	2.165451088E+000	9.143200017E-001	2.368373309E+000	
4.630151000E+003	2.883698267E+001	1.217630367E+001	7.867529950E-001	1.692492532E+001	1.547665373E+001	3.665315906E+001	2.165631952E+000	9.144296613E-001	2.368287080E+000	1.692809420E+001	1.547691328E+001	3.665861010E+001	2.165548565E+000	9.142738159E-001	2.368599567E+000	1.692739120E+001	1.547700663E+001	3.665592659E+001	2.165479971E+000	9.143173010E-001	2.368411894E+000	
4.673955000E+003	2.878831969E+001	1.215582972E+001	7.855001114E-001	1.692435041E+001	1.547527434E+001	3.664966977E+001	2.165499348E+000	9.143792208E-001	2.368272702E+000	1.692706416E+001	1.547656101E+001	3.665860199E+001	2.165679863E+000	9.143086401E-001	2.368652956E+000	1.692738719E+001	1.547751867E+001	3.665627147E+001	2.165500857E+000	9.143477662E-001	2.368355823E+000	
4.717730000E+003	2.872452143E+001	1.212948653E+001	7.837540786E-001	1.692391743E+001	1.547613832E+001	3.664991636E+001	2.165569320E+000	9.144536647E-001	2.368156423E+000	1.692528775E+001	1.547470089E+001	3.665351745E+001	2.165606753E+000	9.142947002E-001	2.368609107E+000	1.692716166E+001	1.547736890E+001	3.665645016E+001	2.165540266E+000	9.143511010E-001	2.368390286E+000	
4.761501000E+003	2.867422616E+001	1.210752221E+001	7.823861831E-001	1.692415080E+001	1.547512273E+001	3.664970928E+001	2.165527224E+000	9.143810474E-001	2.368298457E+000	1.692718611E+001	1.547699437E+001	3.665890051E+001	2.165681896E+000	9.143276542E-001	2.368605921E+000	1.692853531E+001	1.547854710E+001	3.665934941E+001	2.165535809E+000	9.143465055E-001	2.368397316E+000	
4.805336000E+003	2.861825091E+001	1.208353675E+001	7.807992450E-001	1.692471883E+001	1.547585609E+001	3.665250843E+001	2.165619932E+000	9.143936894E-001	2.368367102E+000	1.692831875E+001	1.547835267E+001	3.666221716E+001	2.165732918E+000	9.143467168E-001	2.368612341E+000	1.692629684E+001	1.547630653E+001	3.665423262E+001	2.165519899E+000	9.143350539E-001	2.368409578E+000	
4.849134000E+003	2.848856871E+001	1.202899193E+001	7.771782916E-001	1.692610016E+001	1.547777654E+001	3.665641335E+001	2.165673901E+000	9.144325272E-001	2.368325531E+000	1.692766925E+001	1.547717182E+001	3.666018849E+001	2.165696171E+000	9.143120406E-001	2.368661983E+000	1.692710945E+001	1.547709386E+001	3.665751347E+001	2.165609762E+000	9.143376731E-001	2.368501076E+000	
4.892923000E+003	2.841725228E+001	1.199875879E+001	7.752564901E-001	1.692539545E+001	1.547714717E+001	3.665529104E+001	2.165697762E+000	9.144334154E-001	2.368349324E+000	1.692602177E+001	1.547638448E+001	3.665855649E+001	2.165810548E+000	9.143545181E-001	2.368677034E+000	1.692845927E+001	1.547863278E+001	3.665820032E+001	2.165477657E+000	9.143556735E-001	2.368309970E+000	
4.936729000E+003	2.835579427E+001	1.197244800E+001	7.735393199E-001	1.692655415E+001	1.547749118E+001	3.665721127E+001	2.165662954E+000	9.143911416E-001	2.368420751E+000	1.692863927E+001	1.547843115E+001	3.666356317E+001	2.165771424E+000	9.143340407E-001	2.368687293E+000	1.692846776E+001	1.547881294E+001	3.665946479E+001	2.165551266E+000	9.143658571E-001	2.368364095E+000	

5.039005000E+003	2.814314276E+001	1.188308325E+001	7.676107595E-001	1.692821819E+001	1.548061058E+001	3.666329896E+001	2.165809689E+000	9.144855302E-001	2.368336751E+000	1.692801875E+001	1.547797888E+001	3.666258505E+001	2.165793032E+000	9.143408399E-001	2.368693311E+000	1.692595399E+001	1.547645568E+001	3.665658157E+001	2.165702541E+000	9.143623862E-001	2.368538529E+000	
5.082776000E+003	2.807029908E+001	1.185187295E+001	7.657370228E-001	1.692673707E+001	1.547773269E+001	3.665788416E+001	2.165679304E+000	9.143955287E-001	2.368427268E+000	1.692750347E+001	1.547749493E+001	3.666127659E+001	2.165781662E+000	9.143400829E-001	2.368682837E+000	1.692714637E+001	1.547741752E+001	3.665920249E+001	2.165704821E+000	9.143547995E-001	2.368560675E+000	
5.126544000E+003	2.797967923E+001	1.181335338E+001	7.632306564E-001	1.692661499E+001	1.547809077E+001	3.665953273E+001	2.165792319E+000	9.144232781E-001	2.368478987E+000	1.692782111E+001	1.547721134E+001	3.666312549E+001	2.165850245E+000	9.143061731E-001	2.368845698E+000	1.692679906E+001	1.547764787E+001	3.665979279E+001	2.165784131E+000	9.143871689E-001	2.368563563E+000	
5.170324000E+003	2.786047986E+001	1.176329246E+001	7.600539980E-001	1.692494500E+001	1.547691676E+001	3.665592173E+001	2.165792664E+000	9.144441389E-001	2.368425333E+000	1.692806465E+001	1.547787460E+001	3.666342503E+001	2.165836780E+000	9.143322009E-001	2.368763540E+000	1.693017881E+001	1.548065652E+001	3.666632260E+001	2.165737469E+000	9.143823399E-001	2.368525040E+000	
5.214129000E+003	2.779823625E+001	1.173642029E+001	7.583035575E-001	1.692549933E+001	1.547720589E+001	3.665845423E+001	2.165871358E+000	9.144312724E-001	2.368544716E+000	1.692799400E+001	1.547849547E+001	3.666471150E+001	2.165921816E+000	9.143726935E-001	2.368751638E+000	1.693026602E+001	1.548066932E+001	3.666624359E+001	2.165721645E+000	9.143783859E-001	2.368517978E+000	
5.257927000E+003	2.786777150E+001	1.176577751E+001	7.600791954E-001	1.692814393E+001	1.547967314E+001	3.666429981E+001	2.165878313E+000	9.144341642E-001	2.368544831E+000	1.692830405E+001	1.547818672E+001	3.666503106E+001	2.165901023E+000	9.143377077E-001	2.368819535E+000	1.693009173E+001	1.548095892E+001	3.666818845E+001	2.165858818E+000	9.144049053E-001	2.368599299E+000	
5.301724000E+003	2.799465932E+001	1.181896445E+001	7.634410359E-001	1.692932863E+001	1.548117522E+001	3.666905236E+001	2.166007475E+000	9.144588990E-001	2.368622010E+000	1.692843354E+001	1.547900255E+001	3.666621790E+001	2.165954565E+000	9.143789068E-001	2.368771358E+000	1.693018965E+001	1.548048065E+001	3.666868185E+001	2.165875434E+000	9.143713667E-001	2.368704350E+000	
5.345523000E+003	2.810696430E+001	1.186711324E+001	7.665998247E-001	1.692800613E+001	1.548019300E+001	3.666445438E+001	2.165905074E+000	9.144723177E-001	2.368475275E+000	1.692788993E+001	1.547868615E+001	3.666718401E+001	2.166081192E+000	9.143895789E-001	2.368882195E+000	1.693014282E+001	1.548056483E+001	3.666784037E+001	2.165831722E+000	9.143788687E-001	2.368637111E+000	
5.389331000E+003	2.826268882E+001	1.193263363E+001	7.708170071E-001	1.692800828E+001	1.548050123E+001	3.666588640E+001	2.165989395E+000	9.144904099E-001	2.368520622E+000	1.693136838E+001	1.548112013E+001	3.667374736E+001	2.166023828E+000	9.143454788E-001	2.368933711E+000	1.693092166E+001	1.548138813E+001	3.667032852E+001	2.165879050E+000	9.143854330E-001	2.368671867E+000	
5.433178000E+003	2.839770067E+001	1.198896081E+001	7.745888299E-001	1.692542100E+001	1.547783849E+001	3.666164496E+001	2.166069899E+000	9.144728802E-001	2.368654058E+000	1.693017347E+001	1.548061567E+001	3.667182753E+001	2.166063307E+000	9.143802153E-001	2.368886892E+000	1.693177496E+001	1.548270013E+001	3.667311281E+001	2.165934338E+000	9.144168384E-001	2.368650978E+000	

5.630869000E+003	2.919682778E+001	1.232623631E+001	7.962701943E-001	1.692762089E+001	1.547996697E+001	3.666698563E+001	2.166103901E+000	9.144797768E-001	2.368673377E+000	1.693131372E+001	1.548258768E+001	3.667835091E+001	2.166302717E+000	9.144351073E-001	2.369006504E+000	1.693168996E+001	1.548270449E+001	3.667421260E+001	2.166010168E+000	9.144216868E-001	2.368721345E+000	
5.674704000E+003	2.922396794E+001	1.233727746E+001	7.969302814E-001	1.692853993E+001	1.548099972E+001	3.667067073E+001	2.166203989E+000	9.144911360E-001	2.368753401E+000	1.693128507E+001	1.548257936E+001	3.667860016E+001	2.166321103E+000	9.144361630E-001	2.369023876E+000	1.693310101E+001	1.548439912E+001	3.668029003E+001	2.166188580E+000	9.144455650E-001	2.368854596E+000	
5.718490000E+003	2.931996422E+001	1.237754350E+001	7.994786180E-001	1.693010320E+001	1.548201944E+001	3.667385664E+001	2.166192149E+000	9.144669263E-001	2.368803165E+000	1.693017507E+001	1.548135343E+001	3.667474986E+001	2.166235713E+000	9.144237062E-001	2.368962767E+000	1.693271474E+001	1.548483485E+001	3.667940769E+001	2.166185887E+000	9.144921586E-001	2.368730958E+000	
5.762309000E+003	2.935542402E+001	1.239276661E+001	8.004972193E-001	1.692855734E+001	1.548133624E+001	3.667148781E+001	2.166250029E+000	9.145100749E-001	2.368754690E+000	1.693355293E+001	1.548496447E+001	3.668380922E+001	2.166338592E+000	9.144545469E-001	2.368995375E+000	1.693178764E+001	1.548292362E+001	3.667711201E+001	2.166168912E+000	9.144293535E-001	2.368875085E+000	
5.806156000E+003	2.937526219E+001	1.240073064E+001	8.008517796E-001	1.693159756E+001	1.548442666E+001	3.668002362E+001	2.166365193E+000	9.145283900E-001	2.368833179E+000	1.693268945E+001	1.548411792E+001	3.668325416E+001	2.166416284E+000	9.144511839E-001	2.369089047E+000	1.693323745E+001	1.548468049E+001	3.668071579E+001	2.166196269E+000	9.144548130E-001	2.368839049E+000	
5.850008000E+003	2.940696643E+001	1.241402955E+001	8.016784348E-001	1.693240112E+001	1.548504863E+001	3.668174813E+001	2.166364230E+000	9.145217217E-001	2.368849399E+000	1.693427748E+001	1.548583587E+001	3.668670491E+001	2.166416899E+000	9.144668788E-001	2.369049060E+000	1.693392885E+001	1.548500935E+001	3.668272928E+001	2.166226727E+000	9.144368970E-001	2.368918768E+000	
5.893817000E+003	2.939780631E+001	1.241004504E+001	8.014485540E-001	1.693181850E+001	1.548451860E+001	3.668084017E+001	2.166385150E+000	9.145218869E-001	2.368871846E+000	1.693238416E+001	1.548372540E+001	3.668234924E+001	2.166401902E+000	9.144444903E-001	2.369090661E+000	1.693384802E+001	1.548552368E+001	3.668474555E+001	2.166356136E+000	9.144716349E-001	2.368970291E+000	
5.937684000E+003	2.942846644E+001	1.242304948E+001	8.023269408E-001	1.692998689E+001	1.548377456E+001	3.667889603E+001	2.166504692E+000	9.145768785E-001	2.368860118E+000	1.693321219E+001	1.548505424E+001	3.668697109E+001	2.166568910E+000	9.144782494E-001	2.369185830E+000	1.693224601E+001	1.548358014E+001	3.668099709E+001	2.166339721E+000	9.144433727E-001	2.369025558E+000	
5.981501000E+003	2.943006982E+001	1.242333759E+001	8.021432545E-001	1.693483439E+001	1.548767944E+001	3.668929415E+001	2.166498550E+000	9.145456686E-001	2.368934242E+000	1.693447639E+001	1.548651068E+001	3.668984737E+001	2.166577018E+000	9.144959855E-001	2.369148747E+000	1.693294125E+001	1.548517332E+001	3.668408810E+001	2.166433319E+000	9.144999142E-001	2.368981434E+000	
6.025308000E+003	2.939588289E+001	1.240857038E+001	8.013502868E-001	1.693132073E+001	1.548457720E+001	3.668293801E+001	2.166572743E+000	9.145522337E-001	2.368998362E+000	1.693428868E+001	1.548550511E+001	3.668967919E+001	2.166591104E+000	9.144467419E-001	2.369291731E+000	1.693361624E+001	1.548546682E+001	3.668529892E+001	2.166418466E+000	9.144807937E-001	2.369014725E+000	

6.127585000E+003	2.933431838E+001	1.238228971E+001	7.995955547E-001	1.693264285E+001	1.548569103E+001	3.668644505E+001	2.166610692E+000	9.145466048E-001	2.369054437E+000	1.693768664E+001	1.549017468E+001	3.669999475E+001	2.166765482E+000	9.145389811E-001	2.369243441E+000	1.693671106E+001	1.548918640E+001	3.669482102E+001	2.166584817E+000	9.145333087E-001	2.369060586E+000	
6.171394000E+003	2.929967745E+001	1.236768317E+001	7.986742556E-001	1.693070159E+001	1.548526585E+001	3.668539113E+001	2.166796865E+000	9.146263530E-001	2.369051425E+000	1.693540928E+001	1.548757499E+001	3.669401157E+001	2.166703560E+000	9.145084559E-001	2.369254813E+000	1.693495069E+001	1.548793982E+001	3.669270873E+001	2.166685301E+000	9.145547633E-001	2.369114883E+000	
6.215182000E+003	2.903881922E+001	1.225739981E+001	7.914572910E-001	1.693292463E+001	1.548712729E+001	3.669031740E+001	2.166803325E+000	9.146162063E-001	2.369084771E+000	1.693578857E+001	1.548816268E+001	3.669803250E+001	2.166892457E+000	9.145226757E-001	2.369424525E+000	1.693718856E+001	1.549005306E+001	3.669776610E+001	2.166697617E+000	9.145586944E-001	2.369118166E+000	
6.259001000E+003	2.829655039E+001	1.194372956E+001	7.712098776E-001	1.693278623E+001	1.548700284E+001	3.669111511E+001	2.166868147E+000	9.146163325E-001	2.369155316E+000	1.693673574E+001	1.548963860E+001	3.670080472E+001	2.166934956E+000	9.145586751E-001	2.369377728E+000	1.693673116E+001	1.549004990E+001	3.669877937E+001	2.166815959E+000	9.145832067E-001	2.369184064E+000	
