Timestamp, 2023-03-18 3:09:31 PM
Collector, Axial
Mass ID, 206Pb
Initial Mass, 206.0026
Peak Centre Mass,206.0116
Method, PeakScanning
PDT, 0.0010
Baseline, -0.000202
DetThreshold, 0.000145
DeltaMass, 0.618008
IntegPeriod, ms100

Mass, Intensity
205.38456, 0.00027312
205.39816, -0.00003292
205.41176, 0.00021704
205.42535, -0.00009398
205.43895, -0.00013471
205.45254, -0.00019500
205.46614, 0.00031285
205.47974, -0.00026058
205.49333, 0.00069984
205.50693, 0.00009591
205.52053, -0.00024703
205.53412, 0.00042112
205.54772, 0.00005201
205.56131, -0.00044660
205.57491, 0.00026998
205.58851, 0.00025254
205.60210, 0.00001686
205.61570, 0.00026784
205.62929, 0.00033284
205.64289, 0.00033026
205.65649, 0.00012853
205.67008, 0.00036878
205.68368, 0.00024428
205.69728, -0.00026572
205.71087, 0.00027834
205.72447, -0.00017732
205.73806, 0.00038470
205.75166, -0.00038572
205.76526, 0.00002969
205.77885, 0.00267947
205.79245, 0.03931780
205.80604, 0.27785611
205.81964, 0.96162640
205.83324, 2.92082077
205.84683, 5.42104859
205.86043, 7.66841977
205.87403, 9.22139477
205.88762, 10.76911894
205.90122, 12.07037396
205.91481, 12.49224210
205.92841, 12.53630435
205.94201, 12.54255559
205.95560, 12.54473212
205.96920, 12.54434431
205.98280, 12.53971792
205.99639, 12.54277031
206.00999, 12.54494186
206.02358, 12.54070113
206.03718, 12.54016217
206.05078, 12.54016388
206.06437, 12.54328426
206.07797, 12.53939335
206.09156, 12.53268385
206.10516, 12.47755123
206.11876, 12.25716753
206.13235, 11.68987908
206.14595, 9.86212215
206.15955, 7.05616395
206.17314, 4.86419010
206.18674, 3.52527422
206.20033, 2.03198545
206.21393, 0.74157208
206.22753, 0.11481505
206.24112, 0.00679551
206.25472, 0.00068468
206.26831, 0.00009308
206.28191, -0.00008513
206.29551, 0.00006350
206.30910, 0.00023359
206.32270, 0.00020286
206.33630, 0.00007485
206.34989, 0.00004356
206.36349, 0.00010465
206.37708, 0.00017314
206.39068, -0.00003257
206.40428, 0.00017951
206.41787, 0.00028334
206.43147, -0.00027462
206.44506, 0.00004633
206.45866, 0.00024978
206.47226, -0.00026629
206.48585, -0.00005510
206.49945, 0.00003309
206.51305, 0.00010765
206.52664, -0.00017461
206.54024, -0.00030869
206.55383, 0.00039703
206.56743, 0.00015540
206.58103, 0.00013309
206.59462, -0.00027918
206.60822, -0.00033997
206.62058, 0.00008595
