Tripoli tab-delimited output of processed data for:
A521__U.trip
produced on: 2021-12-28

Each column header shows ratio name, Tripolized mean, Tripolized stdErr, Fractionation Corrected flag.
Data is presented by blocks that are separated by blank lines. 
Any discarded value is shown as a negative number. 
Any missing value is represented by a blank entry. 

Time            	i208_S1         	i207_S1         	i204_S1         	R64S1           	R74S1           	R84S1           	R86S1           	R76S1           	R87S1           	R64S2           	R74S2           	R84S2           	R86S2           	R76S2           	R87S2           	R64S3           	R74S3           	R84S3           	R86S3           	R76S3           	R87S3           	
3.630833000E+003	3.358583479E+001	3.809213347E+001	7.054233072E+000	2.214011707E+000	5.399897208E+000	4.761089468E+000	2.150435544E+000	2.438965066E+000	8.817000185E-001	2.214064597E+000	5.399245760E+000	4.761227536E+000	2.150446533E+000	2.438612572E+000	8.818319720E-001	2.214276838E+000	5.399887284E+000	4.761362841E+000	2.150301516E+000	2.438668549E+000	8.817522645E-001	
3.674716000E+003	3.393053931E+001	3.848154272E+001	7.126724108E+000	2.213914094E+000	5.399611677E+000	4.761028882E+000	2.150502992E+000	2.438943631E+000	8.817354222E-001	2.214259345E+000	5.399906799E+000	4.761797205E+000	2.150514670E+000	2.438696628E+000	8.818295172E-001	2.214199919E+000	5.400145039E+000	4.761522269E+000	2.150448218E+000	2.438869676E+000	8.817397004E-001	
3.718575000E+003	3.425446264E+001	3.884798983E+001	7.194290383E+000	2.214014592E+000	5.399836226E+000	4.761340009E+000	2.150545903E+000	2.438934344E+000	8.817563737E-001	2.214279636E+000	5.399948496E+000	4.761965139E+000	2.150570805E+000	2.438693112E+000	8.818538071E-001	2.214252623E+000	5.400274486E+000	4.761732638E+000	2.150492039E+000	2.438870087E+000	8.817575199E-001	
3.762457000E+003	3.455015959E+001	3.918312284E+001	7.255652234E+000	2.214182096E+000	5.400358449E+000	4.761826846E+000	2.150603085E+000	2.438985691E+000	8.817612555E-001	2.214457938E+000	5.400576875E+000	4.762497392E+000	2.150638000E+000	2.438780517E+000	8.818497545E-001	2.214446799E+000	5.400628334E+000	4.762072657E+000	2.150457017E+000	2.438816023E+000	8.817627065E-001	
3.806284000E+003	3.480138645E+001	3.946698332E+001	7.308036071E+000	2.214116962E+000	5.400491040E+000	4.762070974E+000	2.150776610E+000	2.439117324E+000	8.817848116E-001	2.214509968E+000	5.400690746E+000	4.762735927E+000	2.150695186E+000	2.438774639E+000	8.818753288E-001	2.214513489E+000	5.401015150E+000	4.762480467E+000	2.150576409E+000	2.438917250E+000	8.817750616E-001	
3.850145000E+003	3.503789897E+001	3.973504969E+001	7.356958903E+000	2.214395951E+000	5.401015585E+000	4.762551950E+000	2.150722841E+000	2.439046903E+000	8.817882258E-001	2.214627473E+000	5.401104448E+000	4.763148911E+000	2.150767553E+000	2.438832045E+000	8.818842436E-001	2.214638402E+000	5.401371709E+000	4.762939907E+000	2.150662565E+000	2.438940688E+000	8.818019133E-001	

3.955515000E+003	3.553653548E+001	4.029965684E+001	7.460414678E+000	2.214534200E+000	5.401798503E+000	4.763345874E+000	2.150947081E+000	2.439248173E+000	8.818073965E-001	2.214744442E+000	5.401542415E+000	4.763900601E+000	2.150993366E+000	2.438900991E+000	8.819519010E-001	2.214764233E+000	5.402025729E+000	4.763716711E+000	2.150891115E+000	2.439097421E+000	8.818389527E-001	
3.999376000E+003	3.573686605E+001	4.052454329E+001	7.501463064E+000	2.214707975E+000	5.402218599E+000	4.763986138E+000	2.151067405E+000	2.439246465E+000	8.818573426E-001	2.214809420E+000	5.401993458E+000	4.764380100E+000	2.151146757E+000	2.439033088E+000	8.819670250E-001	2.214796685E+000	5.402135841E+000	4.763956930E+000	2.150968060E+000	2.439111399E+000	8.818654455E-001	
4.043223000E+003	3.590816169E+001	4.071898520E+001	7.537279374E+000	2.214741244E+000	5.402345219E+000	4.764074663E+000	2.151075064E+000	2.439266995E+000	8.818530600E-001	2.214991445E+000	5.402433654E+000	4.764876931E+000	2.151194282E+000	2.439031386E+000	8.819871258E-001	2.214984472E+000	5.402885712E+000	4.764644055E+000	2.151095917E+000	2.439243155E+000	8.818702281E-001	
4.087084000E+003	3.606095175E+001	4.089003038E+001	7.568366519E+000	2.214754383E+000	5.402755043E+000	4.764694160E+000	2.151342016E+000	2.439437566E+000	8.819008306E-001	2.215072205E+000	5.402684606E+000	4.765153183E+000	2.151240566E+000	2.439055753E+000	8.819972904E-001	2.214975777E+000	5.402873981E+000	4.764687451E+000	2.151123954E+000	2.439247434E+000	8.818801748E-001	
4.130928000E+003	3.618083114E+001	4.102477368E+001	7.593090678E+000	2.214840072E+000	5.402908436E+000	4.764967611E+000	2.151382246E+000	2.439412445E+000	8.819264045E-001	2.215155820E+000	5.403225202E+000	4.765646408E+000	2.151382022E+000	2.439207731E+000	8.820003295E-001	2.215096395E+000	5.403099212E+000	4.765123323E+000	2.151203593E+000	2.439216291E+000	8.819240840E-001	
4.174783000E+003	3.626992971E+001	4.112531812E+001	7.610787547E+000	2.214923429E+000	5.403556185E+000	4.765594820E+000	2.151584456E+000	2.439613088E+000	8.819367574E-001	2.215183833E+000	5.403394963E+000	4.765940901E+000	2.151487759E+000	2.439253521E+000	8.820271207E-001	2.215199323E+000	5.403658605E+000	4.765647908E+000	2.151340450E+000	2.439355479E+000	8.819298657E-001	
4.218645000E+003	3.633947387E+001	4.120431764E+001	7.625192155E+000	2.215087810E+000	5.403708759E+000	4.765712540E+000	2.151477931E+000	2.439500924E+000	8.819336409E-001	2.215300489E+000	5.403796937E+000	4.766412304E+000	2.151587258E+000	2.439306525E+000	8.820487445E-001	2.215221647E+000	5.404030944E+000	4.766055119E+000	2.151502594E+000	2.439498978E+000	8.819444539E-001	
4.262507000E+003	3.639168391E+001	4.126193229E+001	7.635485563E+000	2.215132230E+000	5.403969656E+000	4.766125692E+000	2.151621302E+000	2.439569784E+000	8.819675157E-001	2.215323931E+000	5.403968698E+000	4.766591529E+000	2.151645393E+000	2.439358246E+000	8.820538747E-001	2.215400041E+000	5.404277703E+000	4.766534070E+000	2.151545536E+000	2.439413922E+000	8.819928086E-001	
4.306352000E+003	3.642628985E+001	4.130080050E+001	7.642155737E+000	2.215258789E+000	5.404339027E+000	4.766494050E+000	2.151664660E+000	2.439597150E+000	8.819753953E-001	2.215455869E+000	5.404304559E+000	4.767128562E+000	2.151759658E+000	2.439364573E+000	8.820984292E-001	2.215637219E+000	5.405125269E+000	4.767242674E+000	2.151635039E+000	2.439535328E+000	8.819856039E-001	
4.350215000E+003	3.643084804E+001	4.130528653E+001	7.642406621E+000	2.215385920E+000	5.404748606E+000	4.766934010E+000	2.151739779E+000	2.439642032E+000	8.819899607E-001	2.215640200E+000	5.404893317E+000	4.767708087E+000	2.151842202E+000	2.439427357E+000	8.821095640E-001	2.215586265E+000	5.405098504E+000	4.767440238E+000	2.151773692E+000	2.439579352E+000	8.820265225E-001	

4.549960000E+003	3.658589520E+001	4.147626464E+001	7.671488485E+000	2.215890247E+000	5.406547207E+000	4.769073860E+000	2.152215736E+000	2.439898462E+000	8.820923368E-001	2.216080682E+000	5.406469438E+000	4.769705761E+000	2.152315933E+000	2.439653701E+000	8.822219038E-001	2.216065105E+000	5.406808135E+000	4.769462473E+000	2.152221278E+000	2.439823687E+000	8.821216427E-001	
4.593775000E+003	3.650059313E+001	4.137891753E+001	7.652943048E+000	2.215889489E+000	5.406928717E+000	4.769484485E+000	2.152401782E+000	2.440071468E+000	8.821060410E-001	2.216106973E+000	5.406792142E+000	4.770115176E+000	2.152475144E+000	2.439770375E+000	8.822449709E-001	2.216211970E+000	5.407263473E+000	4.769874712E+000	2.152264664E+000	2.439867461E+000	8.821235983E-001	
4.637609000E+003	3.639687596E+001	4.125983897E+001	7.630283960E+000	2.216112733E+000	5.407379226E+000	4.770055237E+000	2.152442503E+000	2.440028950E+000	8.821381001E-001	2.216406505E+000	5.407520718E+000	4.770822157E+000	2.152503228E+000	2.439769376E+000	8.822568430E-001	2.216304715E+000	5.407515840E+000	4.770348433E+000	2.152388343E+000	2.439879230E+000	8.821700341E-001	
4.681473000E+003	3.628156512E+001	4.112720168E+001	7.605559465E+000	2.216239770E+000	5.407518260E+000	4.770400559E+000	2.152474937E+000	2.439951820E+000	8.821792788E-001	2.216486814E+000	5.407914833E+000	4.771265995E+000	2.152625481E+000	2.439858789E+000	8.822746182E-001	2.216441432E+000	5.408006429E+000	4.770829002E+000	2.152472398E+000	2.439950072E+000	8.821788702E-001	
4.725301000E+003	3.614138193E+001	4.096733163E+001	7.575181185E+000	2.216298150E+000	5.408099243E+000	4.771025411E+000	2.152700173E+000	2.440149689E+000	8.822000479E-001	2.216534710E+000	5.407997167E+000	4.771425858E+000	2.152651089E+000	2.439843212E+000	8.822907465E-001	2.216575557E+000	5.408494426E+000	4.771450063E+000	2.152622340E+000	2.440022588E+000	8.822141038E-001	
4.769148000E+003	3.599380643E+001	4.079886127E+001	7.543659720E+000	2.216350132E+000	5.408364479E+000	4.771398468E+000	2.152818004E+000	2.440212131E+000	8.822257610E-001	2.216722280E+000	5.408764533E+000	4.772212853E+000	2.152823967E+000	2.439982934E+000	8.823110756E-001	2.216560123E+000	5.408656184E+000	4.771626605E+000	2.152716976E+000	2.440112554E+000	8.822203597E-001	
4.812982000E+003	3.581345691E+001	4.059505289E+001	7.505078237E+000	2.216563018E+000	5.409011287E+000	4.771896545E+000	2.152835948E+000	2.440269572E+000	8.822123474E-001	2.216781106E+000	5.409033507E+000	4.772496534E+000	2.152894808E+000	2.440039520E+000	8.823196469E-001	2.216799819E+000	5.409389810E+000	4.772399083E+000	2.152832674E+000	2.440179651E+000	8.822435156E-001	
4.856839000E+003	3.562915638E+001	4.038336471E+001	7.465373725E+000	2.216741108E+000	5.409423051E+000	4.772588445E+000	2.152975116E+000	2.440259276E+000	8.822731001E-001	2.216829430E+000	5.409297120E+000	4.772960289E+000	2.153057075E+000	2.440105245E+000	8.823623816E-001	2.216928112E+000	5.409605838E+000	4.772897366E+000	2.152932853E+000	2.440135884E+000	8.823003946E-001	
4.900708000E+003	3.543395857E+001	4.016149590E+001	7.424067261E+000	2.216783141E+000	5.409635243E+000	4.772849885E+000	2.153052230E+000	2.440308726E+000	8.822868216E-001	2.217010126E+000	5.409772387E+000	4.773508186E+000	2.153128725E+000	2.440120739E+000	8.823861419E-001	2.217041405E+000	5.410268708E+000	4.773386303E+000	2.153043372E+000	2.440310179E+000	8.822826666E-001	
4.944568000E+003	3.521157336E+001	3.990878448E+001	7.376158386E+000	2.216999530E+000	5.410510782E+000	4.773700823E+000	2.153225907E+000	2.440465462E+000	8.823013233E-001	2.217048272E+000	5.410079284E+000	4.773975681E+000	2.153302543E+000	2.440217181E+000	8.824224990E-001	2.217136495E+000	5.410577504E+000	4.773858971E+000	2.153164219E+000	2.440344794E+000	8.823196725E-001	

5.049963000E+003	3.454805873E+001	3.915512861E+001	7.235903252E+000	2.217121834E+000	5.411228875E+000	4.774532981E+000	2.153482460E+000	2.440654723E+000	8.823380219E-001	2.217446199E+000	5.411379856E+000	4.775329914E+000	2.153526844E+000	2.440365795E+000	8.824606737E-001	2.217396072E+000	5.411475892E+000	4.775049949E+000	2.153449268E+000	2.440464272E+000	8.823932776E-001	
5.093810000E+003	3.423297141E+001	3.879541096E+001	7.169145071E+000	2.217229759E+000	5.411441751E+000	4.775042361E+000	2.153607375E+000	2.440631932E+000	8.823974425E-001	2.217531448E+000	5.411759153E+000	4.775827244E+000	2.153668327E+000	2.440443024E+000	8.824907224E-001	2.217491370E+000	5.411729533E+000	4.775389085E+000	2.153509660E+000	2.440473775E+000	8.824145879E-001	
5.137675000E+003	3.391478483E+001	3.843327173E+001	7.101722018E+000	2.217238131E+000	5.411824292E+000	4.775572002E+000	2.153838117E+000	2.440795247E+000	8.824329365E-001	2.217738517E+000	5.412264036E+000	4.776456357E+000	2.153750914E+000	2.440442819E+000	8.825246375E-001	2.217620067E+000	5.412243166E+000	4.776003057E+000	2.153661544E+000	2.440563759E+000	8.824442861E-001	
5.181522000E+003	3.357238908E+001	3.804478244E+001	7.028823705E+000	2.217617015E+000	5.412681273E+000	4.776387982E+000	2.153838084E+000	2.440764675E+000	8.824439758E-001	2.217804080E+000	5.412595151E+000	4.776970689E+000	2.153919154E+000	2.440519972E+000	8.825656743E-001	2.217721286E+000	5.412659321E+000	4.776391650E+000	2.153738470E+000	2.440640019E+000	8.824482322E-001	
5.225398000E+003	3.319624990E+001	3.761696609E+001	6.949468621E+000	2.217680692E+000	5.412926965E+000	4.776804057E+000	2.153963857E+000	2.440805380E+000	8.824807886E-001	2.217958379E+000	5.413340228E+000	4.777524270E+000	2.154018901E+000	2.440686119E+000	8.825464628E-001	2.217905763E+000	5.413211440E+000	4.777129941E+000	2.153892208E+000	2.440685953E+000	8.824946141E-001	
5.269227000E+003	3.279996102E+001	3.716655801E+001	6.865407376E+000	2.217875645E+000	5.413598345E+000	4.777569520E+000	2.154119655E+000	2.440893544E+000	8.825127420E-001	2.217968903E+000	5.413368384E+000	4.777863841E+000	2.154161780E+000	2.440687232E+000	8.826046007E-001	2.218129676E+000	5.414001170E+000	4.777953983E+000	2.154046282E+000	2.440795607E+000	8.825180921E-001	
5.313074000E+003	3.239876246E+001	3.671067202E+001	6.780684491E+000	2.217964427E+000	5.414006812E+000	4.778096150E+000	2.154270868E+000	2.440980002E+000	8.825434315E-001	2.218047286E+000	5.413851108E+000	4.778389031E+000	2.154322435E+000	2.440818616E+000	8.826229122E-001	2.218143962E+000	5.414246961E+000	4.778333941E+000	2.154203705E+000	2.440890696E+000	8.825482057E-001	
5.356918000E+003	3.197305191E+001	3.622700595E+001	6.691014285E+000	2.217987127E+000	5.414277179E+000	4.778506001E+000	2.154433605E+000	2.441076918E+000	8.825750590E-001	2.218308903E+000	5.414540246E+000	4.779158100E+000	2.154415056E+000	2.440841417E+000	8.826526137E-001	2.218414460E+000	5.414866025E+000	4.779084591E+000	2.154279409E+000	2.440872128E+000	8.825859347E-001	
5.400766000E+003	3.152320459E+001	3.571670765E+001	6.595949843E+000	2.218232936E+000	5.414945307E+000	4.779175910E+000	2.154496867E+000	2.441107613E+000	8.825898765E-001	2.218356757E+000	5.414824475E+000	4.779567758E+000	2.154553249E+000	2.440916889E+000	8.826819374E-001	2.218464438E+000	5.415327190E+000	4.779615711E+000	2.154470286E+000	2.441025016E+000	8.826088515E-001	
5.444627000E+003	3.106008436E+001	3.519025803E+001	6.498205924E+000	2.218396404E+000	5.415380558E+000	4.779793795E+000	2.154616635E+000	2.441123935E+000	8.826330382E-001	2.218534850E+000	5.415374795E+000	4.780250025E+000	2.154687822E+000	2.440969000E+000	8.827182246E-001	2.218605317E+000	5.415831688E+000	4.780324999E+000	2.154653179E+000	2.441097407E+000	8.826575999E-001	

5.655154000E+003	2.904427064E+001	3.290280057E+001	6.073625683E+000	2.218937073E+000	5.417324393E+000	4.782031715E+000	2.155100193E+000	2.441405148E+000	8.827294376E-001	2.219113312E+000	5.417377270E+000	4.782578590E+000	2.155175477E+000	2.441235083E+000	8.828217699E-001	2.219086650E+000	5.417483808E+000	4.782069786E+000	2.154972086E+000	2.441312424E+000	8.827104898E-001	
5.699030000E+003	2.847095013E+001	3.225172696E+001	5.952635640E+000	2.219158623E+000	5.418058304E+000	4.782914974E+000	2.155283054E+000	2.441492126E+000	8.827728875E-001	2.219112933E+000	5.417764215E+000	4.783049357E+000	2.155387987E+000	2.441409869E+000	8.828456106E-001	2.219299517E+000	5.418164793E+000	4.782911404E+000	2.155144616E+000	2.441385109E+000	8.827548786E-001	
5.742844000E+003	2.805835863E+001	3.178372544E+001	5.866117670E+000	2.219079162E+000	5.418187501E+000	4.783122366E+000	2.155453689E+000	2.441637772E+000	8.827901147E-001	2.219256023E+000	5.418131528E+000	4.783547301E+000	2.155473388E+000	2.441417966E+000	8.828776629E-001	2.219409862E+000	5.418577456E+000	4.783493740E+000	2.155299849E+000	2.441449661E+000	8.827951209E-001	
5.786683000E+003	2.774084583E+001	3.142323364E+001	5.798930270E+000	2.219268149E+000	5.418798326E+000	4.783786757E+000	2.155569511E+000	2.441705086E+000	8.828132123E-001	2.219536997E+000	5.419055017E+000	4.784563967E+000	2.155658578E+000	2.441524977E+000	8.829148169E-001	2.219446753E+000	5.418959496E+000	4.784088217E+000	2.155531873E+000	2.441581213E+000	8.828425863E-001	
5.830484000E+003	2.738293538E+001	3.101660534E+001	5.723010791E+000	2.219544864E+000	5.419630762E+000	4.784707976E+000	2.155715819E+000	2.441775721E+000	8.828475935E-001	2.219664550E+000	5.419214526E+000	4.784992026E+000	2.155727552E+000	2.441456537E+000	8.829678181E-001	2.219648217E+000	5.419573272E+000	4.784841085E+000	2.155675412E+000	2.441636125E+000	8.828815194E-001	
5.874288000E+003	2.698845004E+001	3.056852872E+001	5.640383665E+000	2.219495168E+000	5.419583230E+000	4.784860684E+000	2.155832891E+000	2.441808979E+000	8.828835137E-001	2.219839200E+000	5.419891540E+000	4.785726354E+000	2.155888748E+000	2.441569434E+000	8.829930117E-001	2.219818238E+000	5.420212021E+000	4.785452182E+000	2.155785596E+000	2.441736864E+000	8.828902198E-001	
5.918089000E+003	2.655676309E+001	3.007900109E+001	5.549240180E+000	2.219665436E+000	5.420381910E+000	4.785657537E+000	2.156026517E+000	2.441981491E+000	8.829004333E-001	2.220029895E+000	5.420402990E+000	4.786381770E+000	2.155998791E+000	2.441590089E+000	8.830306119E-001	2.220003720E+000	5.420775394E+000	4.786275152E+000	2.155976186E+000	2.441786627E+000	8.829502800E-001	
5.961874000E+003	2.608782824E+001	2.954678816E+001	5.450504660E+000	2.219790690E+000	5.420927053E+000	4.786314272E+000	2.156200714E+000	2.442089282E+000	8.829327945E-001	2.220023124E+000	5.420659625E+000	4.786800256E+000	2.156193872E+000	2.441713136E+000	8.830660082E-001	2.220094640E+000	5.421182710E+000	4.786694246E+000	2.156076665E+000	2.441870095E+000	8.829612471E-001	
6.005671000E+003	2.557869834E+001	2.896831812E+001	5.343679590E+000	2.219846840E+000	5.421043240E+000	4.786720069E+000	2.156328978E+000	2.442079850E+000	8.829887270E-001	2.220079530E+000	5.421110037E+000	4.787301295E+000	2.156364774E+000	2.441853980E+000	8.830850623E-001	2.220235052E+000	5.421793202E+000	4.787442153E+000	2.156277169E+000	2.441990634E+000	8.829997704E-001	
6.049471000E+003	2.503242715E+001	2.834960035E+001	5.228651763E+000	2.220161747E+000	5.421971405E+000	4.787549121E+000	2.156396546E+000	2.442151529E+000	8.829904777E-001	2.220398465E+000	5.421974306E+000	4.788281135E+000	2.156496327E+000	2.441892476E+000	8.831250140E-001	2.220373556E+000	5.422249300E+000	4.787953390E+000	2.156372911E+000	2.442043720E+000	8.830197811E-001	

6.151728000E+003	2.364422405E+001	2.677500498E+001	4.937102075E+000	2.220657624E+000	5.423222890E+000	4.789089568E+000	2.156608708E+000	2.442169757E+000	8.830707617E-001	2.220525097E+000	5.422769498E+000	4.789212567E+000	2.156792811E+000	2.442111330E+000	8.831672761E-001	2.220838625E+000	5.423344969E+000	4.789411104E+000	2.156577723E+000	2.442025687E+000	8.831101711E-001	
6.195549000E+003	2.300659230E+001	2.605212303E+001	4.803526429E+000	2.220587725E+000	5.423541103E+000	4.789521332E+000	2.156871029E+000	2.442389932E+000	8.830985587E-001	2.220839083E+000	5.423500585E+000	4.790130342E+000	2.156901136E+000	2.442095254E+000	8.832174473E-001	2.220879208E+000	5.423817016E+000	4.789829631E+000	2.156726766E+000	2.442193613E+000	8.831104768E-001	
6.239345000E+003	2.234091972E+001	2.529820478E+001	4.664401458E+000	2.220591635E+000	5.423676545E+000	4.789664852E+000	2.156931863E+000	2.442446625E+000	8.831029676E-001	2.220955162E+000	5.424140693E+000	4.790640640E+000	2.157018171E+000	2.442255831E+000	8.832072970E-001	2.220894237E+000	5.424141683E+000	4.790139102E+000	2.156851516E+000	2.442323273E+000	8.831146718E-001	
6.283143000E+003	2.166119961E+001	2.452665088E+001	4.521830621E+000	2.220620003E+000	5.424053427E+000	4.790360680E+000	2.157217657E+000	2.442585142E+000	8.831698921E-001	2.221116568E+000	5.424155147E+000	4.791050089E+000	2.157045766E+000	2.442084861E+000	8.832804299E-001	2.220976609E+000	5.424170748E+000	4.790604371E+000	2.156981011E+000	2.442245779E+000	8.831957167E-001	
6.326932000E+003	2.096298534E+001	2.373587498E+001	4.375664860E+000	2.220899678E+000	5.424518498E+000	4.790811456E+000	2.157148972E+000	2.442486958E+000	8.831772732E-001	2.221138864E+000	5.424573580E+000	4.791374956E+000	2.157170374E+000	2.442248734E+000	8.832721844E-001	2.221019621E+000	5.424389622E+000	4.790697817E+000	2.156981313E+000	2.442297029E+000	8.831773067E-001	
6.370728000E+003	2.026371342E+001	2.294360316E+001	4.229092344E+000	2.221088121E+000	5.425183774E+000	4.791504126E+000	2.157277814E+000	2.442579258E+000	8.831966485E-001	2.221201554E+000	5.424661996E+000	4.791616818E+000	2.157218380E+000	2.442219611E+000	8.833023738E-001	2.221188429E+000	5.425025507E+000	4.791383076E+000	2.157125894E+000	2.442397698E+000	8.832001011E-001	
6.414521000E+003	1.955672723E+001	2.214314572E+001	4.081365251E+000	2.221176697E+000	5.425426140E+000	4.791712093E+000	2.157285415E+000	2.442590969E+000	8.831955258E-001	2.221100641E+000	5.424691941E+000	4.791771203E+000	2.157385899E+000	2.442344053E+000	8.833259575E-001	2.221285800E+000	5.425125528E+000	4.791585137E+000	2.157122301E+000	2.442335663E+000	8.832210632E-001	
6.458312000E+003	1.884644412E+001	2.133801904E+001	3.933328358E+000	2.221022462E+000	5.424926958E+000	4.791474905E+000	2.157328432E+000	2.442535837E+000	8.832330726E-001	2.221244363E+000	5.424872606E+000	4.791874724E+000	2.157292914E+000	2.442267360E+000	8.833156227E-001	2.221426912E+000	5.425693837E+000	4.792086700E+000	2.157211058E+000	2.442436349E+000	8.832209932E-001	
6.502124000E+003	1.815140743E+001	2.055092915E+001	3.787898095E+000	2.221128564E+000	5.425417643E+000	4.791947136E+000	2.157437986E+000	2.442640075E+000	8.832402317E-001	2.221459158E+000	5.425626478E+000	4.792686586E+000	2.157449787E+000	2.442370574E+000	8.833425237E-001	2.221441835E+000	5.425605807E+000	4.791969270E+000	2.157143705E+000	2.442380314E+000	8.832136799E-001	
6.545941000E+003	1.745338260E+001	1.976083371E+001	3.642414100E+000	2.221100776E+000	5.425202398E+000	4.791707400E+000	2.157357042E+000	2.442573726E+000	8.832310848E-001	2.221349931E+000	5.425374742E+000	4.792418153E+000	2.157435029E+000	2.442377343E+000	8.833340332E-001	2.221287524E+000	5.425210161E+000	4.791933561E+000	2.157277484E+000	2.442371869E+000	8.832715082E-001	

6.745417000E+003	1.477045397E+001	1.672393760E+001	3.083559281E+000	2.220694829E+000	5.423582320E+000	4.790066486E+000	2.157012492E+000	2.442290696E+000	8.831923632E-001	2.221034184E+000	5.423812431E+000	4.790765774E+000	2.156997767E+000	2.442021141E+000	8.832838220E-001	2.220885991E+000	5.423606077E+000	4.790156226E+000	2.156867235E+000	2.442091174E+000	8.832050407E-001	
6.789200000E+003	1.422931301E+001	1.611221477E+001	2.970701697E+000	2.220804939E+000	5.423706726E+000	4.789882816E+000	2.156822840E+000	2.442225623E+000	8.831382407E-001	2.220873822E+000	5.423646739E+000	4.790569494E+000	2.157065136E+000	2.442122864E+000	8.832746165E-001	2.220967190E+000	5.423549740E+000	4.789824893E+000	2.156639195E+000	2.441976525E+000	8.831531235E-001	
6.832980000E+003	1.371740043E+001	1.553317283E+001	2.864329309E+000	2.220497629E+000	5.422970321E+000	4.789044467E+000	2.156743788E+000	2.442231980E+000	8.831035732E-001	2.220892350E+000	5.423071375E+000	4.789813240E+000	2.156706622E+000	2.441843421E+000	8.832288768E-001	2.220570727E+000	5.422632466E+000	4.789059749E+000	2.156679673E+000	2.441999437E+000	8.831614127E-001	
6.876785000E+003	1.323487771E+001	1.498690900E+001	2.763821534E+000	2.220350265E+000	5.422531379E+000	4.788615163E+000	2.156693580E+000	2.442196379E+000	8.830958878E-001	2.220585880E+000	5.422332984E+000	4.789207677E+000	2.156731573E+000	2.441847907E+000	8.832374720E-001	2.220720923E+000	5.422617261E+000	4.788811255E+000	2.156421910E+000	2.441827429E+000	8.831180636E-001	
6.920569000E+003	1.277545417E+001	1.446683153E+001	2.667949623E+000	2.220467347E+000	5.422453034E+000	4.788491528E+000	2.156524181E+000	2.442032323E+000	8.830858465E-001	2.220447317E+000	5.421875105E+000	4.788511208E+000	2.156552498E+000	2.441794076E+000	8.831836063E-001	2.220339768E+000	5.421651923E+000	4.787984827E+000	2.156419885E+000	2.441811835E+000	8.831228739E-001	
6.964367000E+003	1.235062549E+001	1.398535908E+001	2.579763121E+000	2.220024817E+000	5.421179552E+000	4.787503699E+000	2.156509091E+000	2.441945473E+000	8.831110745E-001	2.220413667E+000	5.421333408E+000	4.788214742E+000	2.156451662E+000	2.441587119E+000	8.832171686E-001	2.220154310E+000	5.421435704E+000	4.787741834E+000	2.156490570E+000	2.441918419E+000	8.831132740E-001	
7.008169000E+003	1.194157170E+001	1.352319051E+001	2.494607145E+000	2.220105533E+000	5.420970006E+000	4.786954822E+000	2.156183456E+000	2.441762306E+000	8.830439601E-001	2.220071668E+000	5.420649472E+000	4.787450476E+000	2.156439607E+000	2.441655173E+000	8.831876144E-001	2.220179969E+000	5.420882009E+000	4.787093654E+000	2.156173698E+000	2.441640806E+000	8.830839051E-001	
7.051973000E+003	1.157609853E+001	1.310929425E+001	2.418308751E+000	2.219960234E+000	5.420852176E+000	4.786857146E+000	2.156280583E+000	2.441869045E+000	8.830451360E-001	2.220166908E+000	5.420980170E+000	4.787234562E+000	2.156249850E+000	2.441699383E+000	8.830939078E-001	2.220162450E+000	5.420624159E+000	4.786783502E+000	2.156051014E+000	2.441543933E+000	8.830686949E-001	
7.095762000E+003	1.122197444E+001	1.270881818E+001	2.344769719E+000	2.219772310E+000	5.420070926E+000	4.785960150E+000	2.156059038E+000	2.441723821E+000	8.830069228E-001	2.220093245E+000	5.420640866E+000	4.787118046E+000	2.156268912E+000	2.441627565E+000	8.831276899E-001	2.219931615E+000	5.420084641E+000	4.786229844E+000	2.156025804E+000	2.441554778E+000	8.830544467E-001	
7.139552000E+003	1.089808841E+001	1.234188516E+001	2.277298491E+000	2.219533346E+000	5.419528978E+000	4.785533587E+000	2.156098981E+000	2.441742534E+000	8.830165143E-001	2.219753727E+000	5.419347459E+000	4.785777369E+000	2.155994745E+000	2.441418340E+000	8.830910743E-001	2.220186543E+000	5.420174440E+000	4.786222488E+000	2.155774930E+000	2.441314879E+000	8.830384595E-001	

7.241764000E+003	1.018700602E+001	1.153680522E+001	2.128635238E+000	2.219818225E+000	5.419813136E+000	4.785698289E+000	2.155896477E+000	2.441557185E+000	8.830006071E-001	2.219656528E+000	5.418769095E+000	4.785381949E+000	2.155911011E+000	2.441264686E+000	8.831123572E-001	2.219718324E+000	5.419314914E+000	4.785284565E+000	2.155807119E+000	2.441442617E+000	8.830054428E-001	
7.285592000E+003	9.915319425E+000	1.122932500E+001	2.072087052E+000	2.219658222E+000	5.419330712E+000	4.785184781E+000	2.155820538E+000	2.441515842E+000	8.829844562E-001	2.219637678E+000	5.419153985E+000	4.785515964E+000	2.155989697E+000	2.441458820E+000	8.830743650E-001	2.219768979E+000	5.419069700E+000	4.785018457E+000	2.155638043E+000	2.441276435E+000	8.829962932E-001	
