#HEADER
Analysis
Version,1.4.0,1.04
Filename,A521_Pb-2533.TXT
MethodName,PbFaraday_Pbc3Line.TIMSAM
MethodPath,C:\IsoLinx\Projects\RIGL.Pro\Methods
IsoWorksMethod,PbFaraday_Pbc3Line
FolderPath,C:\IsoLinx\Projects\RIGL.Pro\Analysis\T0039_HiPb981DblSpk\A521_Pb.RAW
Corrected,Yes
BChannels,Yes
TimeZero, December 28, 2021 5:33:58 AM.217

#COLLECTORS
Name,Type,Resistor,Gain,Efficiency,DT
PM,PM,1e+11,1.000000000,1.000000000,31.3000
L5,F,1e+11,1.000000000,1.000000000,0.0000
L4,F,1e+11,1.000362239,1.000000000,0.0000
L3,F,1e+11,1.001916859,1.000000000,0.0000
L2,F,1e+11,0.998704526,1.000000000,0.0000
Ax,F,1e+11,0.994221629,1.000000000,0.0000
H1,F,1e+11,1.004330622,1.000000000,0.0000
H2,F,1e+11,0.967642535,1.000000000,0.0000
H3,F,1e+11,0.988378437,1.000000000,0.0000
H4,F,1e+11,0.996368444,1.000000000,0.0000

#BASELINES
ID,Block,Cycle,Integ,PeakID,AxMass,Time,PM,L5,L4,L3,L2,Ax,H1,H2,H3,H4,L5.B,L4.B,L3.B,L2.B,Ax.B,H1.B,H2.B,H3.B,H4.B
BL1, 1, 1, 1, BL1, 203.5000, 146.2752890, 0.000000000000e+000, 4.647092129240e-006, -1.006312067715e-005, -8.136217293469e-006, 3.190516264329e-006, 1.114961576320e-005, 9.687126164840e-006, 1.365823214592e-005, 2.494000023321e-005, 2.247555352972e-005, 4.647092129240e-006, -1.006312067715e-005, -8.136217293469e-006, 3.190516264329e-006, 1.114961576320e-005, 9.687126164840e-006, 1.365823214592e-005, 2.494000023321e-005, 2.247555352972e-005
BL2, 1, 1, 1, BL2, 204.5000, 152.2879910, 0.000000000000e+000, 1.204093107213e-005, -1.285385087406e-006, 4.057729094756e-006, 9.536529134653e-006, -8.447879393256e-007, 9.767612639471e-006, 2.438575845059e-005, 1.422204561237e-005, 1.221838476778e-005, 1.204093107213e-005, -1.285385087406e-006, 4.057729094756e-006, 9.536529134653e-006, -8.447879393256e-007, 9.767612639471e-006, 2.438575845059e-005, 1.422204561237e-005, 1.221838476778e-005
BL3, 1, 1, 1, BL3, 205.5000, 158.3016210, 0.000000000000e+000, 1.771155105784e-006, 8.746865459251e-006, 9.150945797566e-006, 8.990826513275e-006, 1.958771322400e-005, 2.689528448524e-005, 1.953420820419e-005, 1.292404883270e-005, 3.500220430315e-006, 1.771155105784e-006, 8.746865459251e-006, 9.150945797566e-006, 8.990826513275e-006, 1.958771322400e-005, 2.689528448524e-005, 1.953420820419e-005, 1.292404883270e-005, 3.500220430315e-006
BL4, 1, 1, 1, BL4, 206.5000, 164.3153068, 0.000000000000e+000, -5.083169575962e-006, -1.301198433155e-005, 1.536692778443e-006, 1.900141125034e-005, 1.670402443583e-005, 2.202248370240e-005, 1.289221286028e-005, 4.265707669983e-006, 1.314385353198e-005, -5.083169575962e-006, -1.301198433155e-005, 1.536692778443e-006, 1.900141125034e-005, 1.670402443583e-005, 2.202248370240e-005, 1.289221286028e-005, 4.265707669983e-006, 1.314385353198e-005
BL1, 1, 2, 1, BL1, 203.5000, 190.0753856, 0.000000000000e+000, 1.800288372971e-006, -6.759478089534e-007, 8.829792607100e-006, 9.090787744320e-006, -4.774308286927e-006, 6.440173275590e-006, 1.800368678852e-005, 2.059279241465e-005, 1.177480173789e-005, 1.800288372971e-006, -6.759478089534e-007, 8.829792607100e-006, 9.090787744320e-006, -4.774308286927e-006, 6.440173275590e-006, 1.800368678852e-005, 2.059279241465e-005, 1.177480173789e-005
BL2, 1, 2, 1, BL2, 204.5000, 196.0901291, 0.000000000000e+000, 8.464896792261e-006, -9.437651694850e-006, -1.526877123164e-006, 6.150307399967e-006, 8.099834797761e-006, 1.636397576739e-005, 1.464174634422e-005, 2.637840691916e-005, 1.264045487524e-005, 8.464896792261e-006, -9.437651694850e-006, -1.526877123164e-006, 6.150307399967e-006, 8.099834797761e-006, 1.636397576739e-005, 1.464174634422e-005, 2.637840691916e-005, 1.264045487524e-005
BL3, 1, 2, 1, BL3, 205.5000, 202.1115674, 0.000000000000e+000, 5.400660002631e-006, 3.417664966324e-006, 4.779294884716e-006, 4.227549056519e-006, 1.182891963466e-005, 1.429992252594e-005, 2.848408902179e-005, 1.254908592594e-005, 7.614185861379e-006, 5.400660002631e-006, 3.417664966324e-006, 4.779294884716e-006, 4.227549056519e-006, 1.182891963466e-005, 1.429992252594e-005, 2.848408902179e-005, 1.254908592594e-005, 7.614185861379e-006
BL4, 1, 2, 1, BL4, 206.5000, 208.1252832, 0.000000000000e+000, 8.031212508276e-007, 1.237993527488e-005, 9.665478259023e-006, 1.822331746814e-005, 1.786514173385e-005, 2.899041551766e-005, 2.284476806081e-005, 1.863940244877e-006, 1.192595357189e-005, 8.031212508276e-007, 1.237993527488e-005, 9.665478259023e-006, 1.822331746814e-005, 1.786514173385e-005, 2.899041551766e-005, 2.284476806081e-005, 1.863940244877e-006, 1.192595357189e-005
BL1, 1, 3, 1, BL1, 203.5000, 233.8784264, 0.000000000000e+000, 2.098885700433e-007, 4.675433094265e-006, -6.441428356201e-006, -6.362497946294e-006, -4.017474493550e-006, 1.473892058503e-005, 6.316625797556e-006, 1.941984675191e-005, 1.525359503847e-005, 2.098885700433e-007, 4.675433094265e-006, -6.441428356201e-006, -6.362497946294e-006, -4.017474493550e-006, 1.473892058503e-005, 6.316625797556e-006, 1.941984675191e-005, 1.525359503847e-005
BL2, 1, 3, 1, BL2, 204.5000, 239.8954394, 0.000000000000e+000, -8.258402631019e-006, -1.716236720354e-005, -2.877015375279e-006, 4.469020092070e-006, 7.240162417617e-006, 5.201741753500e-006, 1.493577273381e-005, 1.087864697279e-005, 7.497837201418e-006, -8.258402631019e-006, -1.716236720354e-005, -2.877015375279e-006, 4.469020092070e-006, 7.240162417617e-006, 5.201741753500e-006, 1.493577273381e-005, 1.087864697279e-005, 7.497837201418e-006
