Timestamp, 2021-12-27 4:09:34 PM
Collector, High4
Mass ID, 208Pb
Initial Mass, 204.0491
Peak Centre Mass,204.0529
Method, PeakScanning
PDT, 0.0010
Baseline, -0.000381
DetThreshold, 0.000153
DeltaMass, 0.612147
IntegPeriod, ms100

Mass, Intensity
203.43694, -0.00008914
203.45041, -0.00057850
203.46388, -0.00035334
203.47734, -0.00026039
203.49081, 0.00079838
203.50428, -0.00020889
203.51774, -0.00015998
203.53121, 0.00038041
203.54468, -0.00007973
203.55815, 0.00012150
203.57161, 0.00003325
203.58508, -0.00018368
203.59855, 0.00078975
203.61202, 0.00034151
203.62548, 0.00062118
203.63895, 0.00005528
203.65242, 0.00027846
203.66588, -0.00002785
203.67935, -0.00056658
203.69282, 0.00062960
203.70629, 0.00055179
203.71975, 0.00015666
203.73322, 0.00035174
203.74669, 0.00004069
203.76016, 0.00041277
203.77362, 0.00001873
203.78709, -0.00007021
203.80056, 0.00029599
203.81402, 0.00023607
203.82749, -0.00037628
203.84096, 0.00034264
203.85443, 0.00206552
203.86789, 0.00494025
203.88136, 0.01096018
203.89483, 0.01876013
203.90829, 0.02380288
203.92176, 0.02872082
203.93523, 0.03297294
203.94870, 0.03423831
203.96216, 0.03507370
203.97563, 0.03558415
203.98910, 0.03534467
204.00257, 0.03529277
204.01603, 0.03469732
204.02950, 0.03504641
204.04297, 0.03546776
204.05643, 0.03515121
204.06990, 0.03514794
204.08337, 0.03498255
204.09684, 0.03544165
204.11030, 0.03530329
204.12377, 0.03486037
204.13724, 0.03441851
204.15071, 0.03437897
204.16417, 0.03388206
204.17764, 0.03161221
204.19111, 0.02610617
204.20457, 0.02005277
204.21804, 0.01436321
204.23151, 0.00898062
204.24498, 0.00374282
204.25844, 0.00019437
204.27191, 0.00072583
204.28538, -0.00034392
204.29884, 0.00019934
204.31231, 0.00035468
204.32578, 0.00019431
204.33925, 0.00020553
204.35271, -0.00084150
204.36618, -0.00040776
204.37965, -0.00027297
204.39312, 0.00038112
204.40658, -0.00073052
204.42005, -0.00011959
204.43352, 0.00035540
204.44698, -0.00060930
204.46045, 0.00038803
204.47392, 0.00026574
204.48739, -0.00001429
204.50085, -0.00016876
204.51432, 0.00009422
204.52779, -0.00037184
204.54125, -0.00019564
204.55472, 0.00001713
204.56819, -0.00018291
204.58166, 0.00031271
204.59512, -0.00008146
204.60859, 0.00054852
204.62206, -0.00008587
204.63553, 0.00016347
204.64899, -0.00040994
204.66124, -0.00038959
