Tripoli tab-delimited output of processed data for:
A522__U.trip
produced on: 2021-12-28

Each column header shows ratio name, Tripolized mean, Tripolized stdErr, Fractionation Corrected flag.
Data is presented by blocks that are separated by blank lines. 
Any discarded value is shown as a negative number. 
Any missing value is represented by a blank entry. 

Time            	i208_S1         	i207_S1         	i204_S1         	R64S1           	R74S1           	R84S1           	R86S1           	R76S1           	R87S1           	R64S2           	R74S2           	R84S2           	R86S2           	R76S2           	R87S2           	R64S3           	R74S3           	R84S3           	R86S3           	R76S3           	R87S3           	
3.587340000E+002	1.817401047E+000	2.241191979E+000	4.283983344E-001	1.976205977E+000	5.231560907E+000	4.242315857E+000	2.146697210E+000	2.647275116E+000	8.109082417E-001	1.976085714E+000	5.230403514E+000	4.242243853E+000	2.146791419E+000	2.646850528E+000	8.110739146E-001	1.975992130E+000	5.230418375E+000	4.241318619E+000	2.146424854E+000	2.646983404E+000	8.108947153E-001	
4.025820000E+002	1.780523701E+000	2.195539743E+000	4.196836728E-001	1.975910040E+000	5.231415673E+000	4.242537455E+000	2.147130876E+000	2.647598103E+000	8.109731133E-001	1.976754199E+000	5.231010574E+000	4.242633621E+000	2.146262608E+000	2.646262534E+000	8.110543003E-001	1.976325159E+000	5.231259101E+000	4.242274823E+000	2.146546991E+000	2.646962762E+000	8.109471815E-001	
4.465040000E+002	1.745422162E+000	2.152260927E+000	4.114603746E-001	1.975983810E+000	5.230785416E+000	4.242017628E+000	2.146787644E+000	2.647180300E+000	8.109714489E-001	1.976075465E+000	5.230138647E+000	4.242460371E+000	2.146912123E+000	2.646730218E+000	8.111563875E-001	1.976050936E+000	5.230258306E+000	4.241384964E+000	2.146394553E+000	2.646823628E+000	8.109322172E-001	
4.903850000E+002	2.417034971E+000	2.980989217E+000	5.697601819E-001	1.975892908E+000	5.232006925E+000	4.242197065E+000	2.146977221E+000	2.647920291E+000	8.108164087E-001	1.976176691E+000	5.230469158E+000	4.242362511E+000	2.146752631E+000	2.646761892E+000	8.110864212E-001	1.976452131E+000	5.231631870E+000	4.241957130E+000	2.146248353E+000	2.646981320E+000	8.108286736E-001	
5.341900000E+002	5.841211818E+000	7.203815758E+000	1.377358926E+000	1.975810612E+000	5.230165951E+000	4.240878472E+000	2.146399278E+000	2.647098825E+000	8.108496961E-001	1.975935994E+000	5.229733846E+000	4.241390953E+000	2.146522440E+000	2.646712171E+000	8.110146859E-001	1.976063840E+000	5.230134256E+000	4.241046833E+000	2.146209423E+000	2.646743567E+000	8.108868006E-001	
5.780150000E+002	1.354662075E+001	1.670643448E+001	3.194404761E+000	1.975705183E+000	5.229905327E+000	4.240733958E+000	2.146440671E+000	2.647108168E+000	8.108624712E-001	1.975900807E+000	5.229566543E+000	4.241237957E+000	2.146483235E+000	2.646674633E+000	8.110113759E-001	1.975906358E+000	5.229724297E+000	4.240844394E+000	2.146278024E+000	2.646747036E+000	8.109116568E-001	

7.641740000E+002	3.020723045E+001	3.725053497E+001	7.121661786E+000	1.975945296E+000	5.230595904E+000	4.241598570E+000	2.146617408E+000	2.647135988E+000	8.109207150E-001	1.976212629E+000	5.230733102E+000	4.242259545E+000	2.146661489E+000	2.646847320E+000	8.110258089E-001	1.976176036E+000	5.230967817E+000	4.241969518E+000	2.146554478E+000	2.647015105E+000	8.109339737E-001	
8.080070000E+002	3.160311445E+001	3.897080936E+001	7.450026071E+000	1.976065348E+000	5.230962817E+000	4.242013940E+000	2.146697195E+000	2.647160845E+000	8.109432409E-001	1.976261514E+000	5.230849562E+000	4.242489187E+000	2.146724590E+000	2.646840778E+000	8.110516536E-001	1.976230355E+000	5.231118987E+000	4.242157045E+000	2.146590368E+000	2.647018843E+000	8.109463875E-001	
8.518320000E+002	3.284767750E+001	4.050339151E+001	7.742441181E+000	1.976194860E+000	5.231346363E+000	4.242547891E+000	2.146826700E+000	2.647181443E+000	8.109858527E-001	1.976363358E+000	5.231430291E+000	4.243024709E+000	2.146884929E+000	2.646998220E+000	8.110639868E-001	1.976441704E+000	5.231778737E+000	4.242795273E+000	2.146683742E+000	2.647069593E+000	8.109661141E-001	
8.956760000E+002	3.379810841E+001	4.167486537E+001	7.966252045E+000	1.976170393E+000	5.231426916E+000	4.242661193E+000	2.146910615E+000	2.647254981E+000	8.109950233E-001	1.976384672E+000	5.231556683E+000	4.243282365E+000	2.146992144E+000	2.647033625E+000	8.110936423E-001	1.976390695E+000	5.231961662E+000	4.243048141E+000	2.146867091E+000	2.647230467E+000	8.109860919E-001	
9.394830000E+002	3.438803143E+001	4.240198379E+001	8.103854367E+000	1.976461108E+000	5.232323024E+000	4.243416758E+000	2.146977110E+000	2.647318990E+000	8.110005323E-001	1.976614988E+000	5.232293186E+000	4.243870505E+000	2.147039525E+000	2.647097800E+000	8.110918776E-001	1.976501462E+000	5.232183214E+000	4.243328783E+000	2.146888766E+000	2.647194204E+000	8.110053890E-001	
9.833280000E+002	3.483019171E+001	4.294546027E+001	8.206934457E+000	1.976544941E+000	5.232826032E+000	4.243995355E+000	2.147178780E+000	2.647461195E+000	8.110331453E-001	1.976721903E+000	5.232555711E+000	4.244223602E+000	2.147102025E+000	2.647087434E+000	8.111186648E-001	1.976683701E+000	5.232837295E+000	4.243836140E+000	2.146947505E+000	2.647281046E+000	8.110009733E-001	
1.027188000E+003	3.514284336E+001	4.333013756E+001	8.280355901E+000	1.976537683E+000	5.232883474E+000	4.244122328E+000	2.147250905E+000	2.647499979E+000	8.110485068E-001	1.976788679E+000	5.232991858E+000	4.244722081E+000	2.147281663E+000	2.647218650E+000	8.111463186E-001	1.976842983E+000	5.233258443E+000	4.244574821E+000	2.147148184E+000	2.647280785E+000	8.110768591E-001	
1.071017000E+003	3.535348663E+001	4.358860152E+001	8.329134136E+000	1.976605488E+000	5.233269245E+000	4.244557243E+000	2.147397278E+000	2.647604328E+000	8.110718261E-001	1.976847079E+000	5.233247298E+000	4.245007654E+000	2.147362687E+000	2.647269662E+000	8.111612948E-001	1.976881828E+000	5.233629581E+000	4.244805978E+000	2.147222923E+000	2.647416506E+000	8.110635099E-001	
1.114908000E+003	3.547997090E+001	4.374415582E+001	8.358368597E+000	1.976703997E+000	5.233575825E+000	4.244844014E+000	2.147435337E+000	2.647627482E+000	8.110791084E-001	1.977011104E+000	5.233791580E+000	4.245660386E+000	2.147514689E+000	2.647325334E+000	8.112016538E-001	1.976981978E+000	5.234036065E+000	4.245241256E+000	2.147334323E+000	2.647488001E+000	8.110836844E-001	
1.158931000E+003	3.554406512E+001	4.382221709E+001	8.372665548E+000	1.976723024E+000	5.233962450E+000	4.245250800E+000	2.147620455E+000	2.647797585E+000	8.110969157E-001	1.977127279E+000	5.234194842E+000	4.245975828E+000	2.147548048E+000	2.647373742E+000	8.111994215E-001	1.976980306E+000	5.234098519E+000	4.245412736E+000	2.147422877E+000	2.647521831E+000	8.111067686E-001	

1.354571000E+003	3.558292703E+001	4.386622223E+001	8.378633691E+000	1.977164184E+000	5.235486339E+000	4.246865102E+000	2.147957735E+000	2.647977534E+000	8.111691688E-001	1.977262724E+000	5.235122771E+000	4.247207516E+000	2.148023864E+000	2.647661693E+000	8.112909099E-001	1.977383622E+000	5.235731386E+000	4.247105725E+000	2.147841055E+000	2.647807602E+000	8.111771617E-001	
1.398396000E+003	3.542894963E+001	4.367453797E+001	8.341891489E+000	1.977133762E+000	5.235567740E+000	4.247112262E+000	2.148115795E+000	2.648059449E+000	8.112037648E-001	1.977400475E+000	5.235660464E+000	4.247547382E+000	2.148046102E+000	2.647749169E+000	8.112725054E-001	1.977423694E+000	5.235876703E+000	4.247272429E+000	2.147881833E+000	2.647827432E+000	8.111864870E-001	
1.442208000E+003	3.525349107E+001	4.345816281E+001	8.299680455E+000	1.977371695E+000	5.236124818E+000	4.247572091E+000	2.148089862E+000	2.648022540E+000	8.112052786E-001	1.977619028E+000	5.236088640E+000	4.248102630E+000	2.148089480E+000	2.647673068E+000	8.113122068E-001	1.977560433E+000	5.236361810E+000	4.247843911E+000	2.148022301E+000	2.647889654E+000	8.112204742E-001	
1.486023000E+003	3.504484415E+001	4.320103055E+001	8.250176223E+000	1.977442509E+000	5.236376700E+000	4.247769163E+000	2.148112597E+000	2.648055090E+000	8.112038927E-001	1.977569378E+000	5.236196093E+000	4.248168795E+000	2.148176870E+000	2.647793878E+000	8.113081940E-001	1.977693118E+000	5.236718617E+000	4.248163312E+000	2.148039690E+000	2.647892421E+000	8.112261939E-001	
1.529948000E+003	3.481561929E+001	4.291716399E+001	8.195480228E+000	1.977439380E+000	5.236686905E+000	4.248148775E+000	2.148307968E+000	2.648216152E+000	8.112283304E-001	1.977778726E+000	5.236756941E+000	4.248729512E+000	2.148232993E+000	2.647797183E+000	8.113283776E-001	1.977741734E+000	5.236958097E+000	4.248427087E+000	2.148120260E+000	2.647948418E+000	8.112394655E-001	
1.573747000E+003	3.455375218E+001	4.259336103E+001	8.133247489E+000	1.977530112E+000	5.236943925E+000	4.248456994E+000	2.148365260E+000	2.648224618E+000	8.112473715E-001	1.977738841E+000	5.237085871E+000	4.249078815E+000	2.148452934E+000	2.648016898E+000	8.113441177E-001	1.977781657E+000	5.237096581E+000	4.248678205E+000	2.148203867E+000	2.647964987E+000	8.112659637E-001	
1.617579000E+003	3.427551825E+001	4.225000782E+001	8.067753502E+000	1.977489660E+000	5.236898699E+000	4.248458787E+000	2.148410114E+000	2.648255920E+000	8.112547198E-001	1.977818547E+000	5.237057844E+000	4.249082315E+000	2.148368120E+000	2.647896012E+000	8.113491280E-001	1.977810823E+000	5.237335988E+000	4.248891280E+000	2.148279922E+000	2.648046986E+000	8.112695633E-001	
1.661428000E+003	3.397011200E+001	4.187323503E+001	7.994889724E+000	1.977659288E+000	5.237500012E+000	4.248978181E+000	2.148488472E+000	2.648332827E+000	8.112607487E-001	1.977807756E+000	5.237117344E+000	4.249409032E+000	2.148545033E+000	2.647940543E+000	8.114022948E-001	1.977825763E+000	5.237487546E+000	4.249063279E+000	2.148350658E+000	2.648103612E+000	8.112789275E-001	
1.705216000E+003	3.365583582E+001	4.148432635E+001	7.920318695E+000	1.977755131E+000	5.237709232E+000	4.249303231E+000	2.148548708E+000	2.648310274E+000	8.112904025E-001	1.977892629E+000	5.237542365E+000	4.249631249E+000	2.148565189E+000	2.648041805E+000	8.113788781E-001	1.978015372E+000	5.237935042E+000	4.249563481E+000	2.148397601E+000	2.648076003E+000	8.113051129E-001	
1.749049000E+003	3.332940400E+001	4.108158850E+001	7.843486918E+000	1.977682380E+000	5.237669028E+000	4.249309567E+000	2.148630948E+000	2.648387366E+000	8.112978396E-001	1.977962878E+000	5.237765757E+000	4.249937129E+000	2.148643524E+000	2.648060696E+000	8.114026717E-001	1.978014793E+000	5.238146040E+000	4.249825218E+000	2.148530554E+000	2.648183451E+000	8.113224002E-001	

1.950229000E+003	3.273493305E+001	4.034650281E+001	7.701362234E+000	1.978027184E+000	5.238878731E+000	4.250538029E+000	2.148877459E+000	2.648537276E+000	8.113449933E-001	1.978281522E+000	5.238751285E+000	4.251134279E+000	2.148902586E+000	2.648132344E+000	8.114785466E-001	1.978149640E+000	5.238849290E+000	4.250653056E+000	2.148802583E+000	2.648358438E+000	8.113715094E-001	
1.994033000E+003	3.244926403E+001	3.999308888E+001	7.633809949E+000	1.978070950E+000	5.238942173E+000	4.250729877E+000	2.148926901E+000	2.648510749E+000	8.113717878E-001	1.978280810E+000	5.238978622E+000	4.251248209E+000	2.148960950E+000	2.648248214E+000	8.114650804E-001	1.978367877E+000	5.239219428E+000	4.250963424E+000	2.148722426E+000	2.648253385E+000	8.113734275E-001	
2.037923000E+003	3.215907767E+001	3.963565519E+001	7.565358727E+000	1.978057226E+000	5.239097923E+000	4.250833150E+000	2.148994020E+000	2.648607863E+000	8.113673790E-001	1.978366867E+000	5.239304020E+000	4.251485660E+000	2.148987496E+000	2.648297496E+000	8.114600038E-001	1.978389969E+000	5.239636874E+000	4.251206773E+000	2.148821436E+000	2.648434817E+000	8.113552285E-001	
2.081791000E+003	3.185840803E+001	3.926375954E+001	7.493964600E+000	1.978177172E+000	5.239384175E+000	4.251208770E+000	2.149053598E+000	2.648591971E+000	8.113947417E-001	1.978448213E+000	5.239529197E+000	4.251784566E+000	2.149050219E+000	2.648302424E+000	8.114821782E-001	1.978512712E+000	5.239812030E+000	4.251530636E+000	2.148851817E+000	2.648359042E+000	8.113899147E-001	
2.125608000E+003	3.156087922E+001	3.889669954E+001	7.423638629E+000	1.978182265E+000	5.239573406E+000	4.251402957E+000	2.149146230E+000	2.648680812E+000	8.114024992E-001	1.978481088E+000	5.239584904E+000	4.251909966E+000	2.149077892E+000	2.648286575E+000	8.114974840E-001	1.978445440E+000	5.239756982E+000	4.251561153E+000	2.148940308E+000	2.648421268E+000	8.114042632E-001	
2.169443000E+003	3.126320971E+001	3.852955191E+001	7.352895510E+000	1.978353087E+000	5.240051605E+000	4.251822928E+000	2.149172944E+000	2.648693825E+000	8.114085983E-001	1.978441966E+000	5.239868680E+000	4.252233181E+000	2.149283756E+000	2.648482377E+000	8.115152192E-001	1.978580966E+000	5.240337276E+000	4.252052755E+000	2.149041575E+000	2.648533150E+000	8.114082225E-001	
2.213270000E+003	3.094946643E+001	3.814199103E+001	7.279271099E+000	1.978285098E+000	5.239809112E+000	4.251726033E+000	2.149197827E+000	2.648662277E+000	8.114276573E-001	1.978732175E+000	5.240478453E+000	4.252755803E+000	2.149232653E+000	2.648402103E+000	8.115205206E-001	1.978624742E+000	5.240311167E+000	4.252073900E+000	2.149004715E+000	2.648461356E+000	8.114163003E-001	
2.257064000E+003	3.063975135E+001	3.776046334E+001	7.205828149E+000	1.978393583E+000	5.240266985E+000	4.252079111E+000	2.149258443E+000	2.648748475E+000	8.114241360E-001	1.978617370E+000	5.240074855E+000	4.252552377E+000	2.149254545E+000	2.648351790E+000	8.115442041E-001	1.978585723E+000	5.240547235E+000	4.252410588E+000	2.149217261E+000	2.648632897E+000	8.114439957E-001	
2.300885000E+003	3.032739102E+001	3.737510072E+001	7.132223788E+000	1.978364044E+000	5.240315199E+000	4.252164811E+000	2.149333852E+000	2.648812394E+000	8.114330245E-001	1.978548687E+000	5.240123227E+000	4.252524655E+000	2.149315144E+000	2.648468174E+000	8.115314222E-001	1.978561602E+000	5.240450891E+000	4.252320477E+000	2.149197918E+000	2.648616492E+000	8.114417186E-001	
2.344721000E+003	3.001464087E+001	3.698948679E+001	7.057658843E+000	1.978612571E+000	5.241042052E+000	4.252775820E+000	2.149372688E+000	2.648847041E+000	8.114370725E-001	1.978766860E+000	5.240677796E+000	4.253105841E+000	2.149371878E+000	2.648456421E+000	8.115564450E-001	1.978724600E+000	5.240888410E+000	4.252702161E+000	2.149213771E+000	2.648619423E+000	8.114468060E-001	

2.543810000E+003	2.890204655E+001	3.561611614E+001	6.794988315E+000	1.978677378E+000	5.241527210E+000	4.253435799E+000	2.149635835E+000	2.649005476E+000	8.114878791E-001	1.978854398E+000	5.241366302E+000	4.253848318E+000	2.149652002E+000	2.648687193E+000	8.115914961E-001	1.978897118E+000	5.241628330E+000	4.253651416E+000	2.149506095E+000	2.648762425E+000	8.115133597E-001	
2.587633000E+003	2.858579235E+001	3.522534037E+001	6.720346302E+000	1.978730114E+000	5.241596012E+000	4.253618946E+000	2.149671102E+000	2.648969647E+000	8.115121684E-001	1.978992815E+000	5.241523604E+000	4.253976002E+000	2.149566168E+000	2.648581422E+000	8.115914995E-001	1.978982240E+000	5.241834194E+000	4.253800562E+000	2.149489003E+000	2.648752520E+000	8.115099419E-001	
2.631461000E+003	2.826097302E+001	3.482505544E+001	6.643239609E+000	1.978942354E+000	5.242179643E+000	4.254095093E+000	2.149681159E+000	2.648980468E+000	8.115126499E-001	1.979057442E+000	5.241981003E+000	4.254562964E+000	2.149792559E+000	2.648726050E+000	8.116326561E-001	1.979004634E+000	5.242026933E+000	4.254068990E+000	2.149600318E+000	2.648819938E+000	8.115313113E-001	
2.675321000E+003	2.794061017E+001	3.442894408E+001	6.567869300E+000	1.978889132E+000	5.242026372E+000	4.254136143E+000	2.149759718E+000	2.648974259E+000	8.115442085E-001	1.979149729E+000	5.241994796E+000	4.254613026E+000	2.149717610E+000	2.648609511E+000	8.116400706E-001	1.979122966E+000	5.242175109E+000	4.254286263E+000	2.149581575E+000	2.648736435E+000	8.115498194E-001	
2.719167000E+003	2.760562290E+001	3.401638395E+001	6.489007701E+000	1.978796585E+000	5.242154967E+000	4.254213306E+000	2.149899256E+000	2.649163136E+000	8.115390203E-001	1.978995002E+000	5.241994845E+000	4.254628694E+000	2.149893603E+000	2.648816616E+000	8.116430520E-001	1.979081758E+000	5.242357853E+000	4.254464725E+000	2.149716508E+000	2.648883924E+000	8.115555718E-001	
2.763011000E+003	2.727405518E+001	3.360661804E+001	6.410298160E+000	1.978967590E+000	5.242598269E+000	4.254724897E+000	2.149971994E+000	2.649158225E+000	8.115679817E-001	1.979138420E+000	5.242406710E+000	4.254866097E+000	2.149857763E+000	2.648832773E+000	8.116245709E-001	1.979099546E+000	5.242450663E+000	4.254598299E+000	2.149764679E+000	2.648907011E+000	8.115666837E-001	
2.806869000E+003	2.694245256E+001	3.319787367E+001	6.332310684E+000	1.978993343E+000	5.242616056E+000	4.254758477E+000	2.149960985E+000	2.649132739E+000	8.115716335E-001	1.979288485E+000	5.242799522E+000	4.255495647E+000	2.150012835E+000	2.648830406E+000	8.116838398E-001	1.979249646E+000	5.242955819E+000	4.255069656E+000	2.149839796E+000	2.648961352E+000	8.115783926E-001	
2.850716000E+003	2.662235946E+001	3.280296793E+001	6.256723236E+000	1.979025493E+000	5.242835059E+000	4.255000335E+000	2.150048269E+000	2.649200365E+000	8.115838639E-001	1.979230425E+000	5.242886350E+000	4.255478233E+000	2.150067107E+000	2.648951978E+000	8.116670760E-001	1.979319655E+000	5.242951207E+000	4.255093822E+000	2.149775966E+000	2.648865329E+000	8.115837157E-001	
2.894577000E+003	2.628500286E+001	3.238770488E+001	6.177217627E+000	1.979100113E+000	5.243089500E+000	4.255152472E+000	2.150044075E+000	2.649229044E+000	8.115734954E-001	1.979356282E+000	5.243002685E+000	4.255701569E+000	2.150043228E+000	2.648842320E+000	8.116916631E-001	1.979413880E+000	5.243361819E+000	4.255391822E+000	2.149824180E+000	2.648946676E+000	8.115769938E-001	
2.937397000E+003	2.595210841E+001	3.197814631E+001	6.098756428E+000	1.979184463E+000	5.243388007E+000	4.255311508E+000	2.150032797E+000	2.649266960E+000	8.115576232E-001	1.979323931E+000	5.242971608E+000	4.255643459E+000	2.150049010E+000	2.648869913E+000	8.116853908E-001	1.979464075E+000	5.243771493E+000	4.255787496E+000	2.149969555E+000	2.649086468E+000	8.115890445E-001	

3.136623000E+003	2.504245039E+001	3.085451236E+001	5.883169177E+000	1.979500316E+000	5.244539368E+000	4.256625916E+000	2.150353744E+000	2.649425880E+000	8.116300818E-001	1.979506832E+000	5.243865896E+000	4.256784145E+000	2.150426599E+000	2.649076938E+000	8.117644938E-001	1.979701704E+000	5.244728040E+000	4.256742165E+000	2.150193717E+000	2.649251668E+000	8.116230495E-001	
3.180830000E+003	2.473785172E+001	3.047830807E+001	5.811567525E+000	1.979476418E+000	5.244421223E+000	4.256657368E+000	2.150395594E+000	2.649398182E+000	8.116543632E-001	1.979690294E+000	5.244291502E+000	4.257118034E+000	2.150395972E+000	2.649046428E+000	8.117622814E-001	1.979696860E+000	5.244686365E+000	4.256929161E+000	2.150293435E+000	2.649237099E+000	8.116651529E-001	
3.224751000E+003	2.445239709E+001	3.012671172E+001	5.744285318E+000	1.979487900E+000	5.244640551E+000	4.256821472E+000	2.150466023E+000	2.649493614E+000	8.116517101E-001	1.979685309E+000	5.244389855E+000	4.257282761E+000	2.150484596E+000	2.649102779E+000	8.117784679E-001	1.979617496E+000	5.244584620E+000	4.256856205E+000	2.150342788E+000	2.649291911E+000	8.116669886E-001	
3.268673000E+003	2.415014010E+001	2.975352323E+001	5.672988163E+000	1.979540381E+000	5.244770900E+000	4.257040453E+000	2.150519632E+000	2.649489220E+000	8.116732902E-001	1.979689613E+000	5.244581902E+000	4.257490539E+000	2.150584875E+000	2.649194029E+000	8.117883596E-001	1.979689188E+000	5.244750805E+000	4.257094042E+000	2.150385054E+000	2.649279916E+000	8.116866177E-001	
3.313724000E+003	2.384647672E+001	2.937987550E+001	5.601380994E+000	1.979645943E+000	5.245112862E+000	4.257249551E+000	2.150510583E+000	2.649520679E+000	8.116602373E-001	1.979839946E+000	5.245114747E+000	4.257881158E+000	2.150618875E+000	2.649262006E+000	8.117803638E-001	1.979878834E+000	5.245194901E+000	4.257563610E+000	2.150416246E+000	2.649250454E+000	8.117074179E-001	
3.358554000E+003	2.355235875E+001	2.901569271E+001	5.531851857E+000	1.979646280E+000	5.245204221E+000	4.257590289E+000	2.150682338E+000	2.649566377E+000	8.117110621E-001	1.979747423E+000	5.244916664E+000	4.257833176E+000	2.150695148E+000	2.649285764E+000	8.118018739E-001	1.979813848E+000	5.245118333E+000	4.257470095E+000	2.150439598E+000	2.649298741E+000	8.117014383E-001	
3.403843000E+003	2.325297322E+001	2.864671565E+001	5.461276692E+000	1.979732442E+000	5.245424700E+000	4.257790721E+000	2.150689977E+000	2.649562430E+000	8.117151545E-001	1.979831887E+000	5.245362159E+000	4.258323671E+000	2.150851140E+000	2.649397756E+000	8.118264368E-001	1.979983991E+000	5.245596965E+000	4.258010529E+000	2.150527756E+000	2.649312817E+000	8.117304013E-001	
3.448983000E+003	2.295651572E+001	2.828069191E+001	5.391434684E+000	1.979787285E+000	5.245485398E+000	4.257960463E+000	2.150716138E+000	2.649519693E+000	8.117381215E-001	1.979878108E+000	5.245449123E+000	4.258358360E+000	2.150818449E+000	2.649379829E+000	8.118195908E-001	1.980109859E+000	5.246117607E+000	4.258322147E+000	2.150548430E+000	2.649407347E+000	8.117092421E-001	
3.493802000E+003	2.266068396E+001	2.791686767E+001	5.321318740E+000	1.979941190E+000	5.246231063E+000	4.258471455E+000	2.150807043E+000	2.649690349E+000	8.117201481E-001	1.980016827E+000	5.245583012E+000	4.258523887E+000	2.150751362E+000	2.649261835E+000	8.118304252E-001	1.979985636E+000	5.245745846E+000	4.258388374E+000	2.150716802E+000	2.649385809E+000	8.117793922E-001	
3.537978000E+003	2.237411800E+001	2.756191029E+001	5.253834873E+000	1.980006893E+000	5.246055683E+000	4.258626040E+000	2.150813744E+000	2.649513848E+000	8.117767514E-001	1.979971960E+000	5.245642105E+000	4.258603031E+000	2.150840071E+000	2.649351714E+000	8.118363674E-001	1.980149525E+000	5.246307462E+000	4.258572363E+000	2.150631712E+000	2.649450153E+000	8.117275615E-001	

3.746203000E+003	2.123066614E+001	2.615278555E+001	4.984075458E+000	1.980153223E+000	5.247269181E+000	4.259699983E+000	2.151197156E+000	2.649930884E+000	8.117936847E-001	1.980132627E+000	5.246490639E+000	4.259574300E+000	2.151156060E+000	2.649565270E+000	8.118901935E-001	1.980197128E+000	5.246747257E+000	4.259423213E+000	2.151009691E+000	2.649608557E+000	8.118216878E-001	
3.791252000E+003	2.096974778E+001	2.583144779E+001	4.923099184E+000	1.980127078E+000	5.246989106E+000	4.259460758E+000	2.151104747E+000	2.649824430E+000	8.117914239E-001	1.980359707E+000	5.246846707E+000	4.260006121E+000	2.151127447E+000	2.649441255E+000	8.119173971E-001	1.980164026E+000	5.246690124E+000	4.259452004E+000	2.151060189E+000	2.649623999E+000	8.118360153E-001	
3.836112000E+003	2.071471188E+001	2.551680997E+001	4.862726138E+000	1.980251032E+000	5.247428961E+000	4.259896875E+000	2.151190331E+000	2.649880685E+000	8.118064877E-001	1.980250437E+000	5.246880282E+000	4.260128005E+000	2.151307696E+000	2.649604406E+000	8.119354314E-001	1.980352133E+000	5.247106890E+000	4.259728358E+000	2.150995416E+000	2.649582770E+000	8.118242010E-001	
3.881460000E+003	2.046811972E+001	2.521248161E+001	4.804539683E+000	1.980341237E+000	5.247637291E+000	4.260162487E+000	2.151226469E+000	2.649865181E+000	8.118248748E-001	1.980407265E+000	5.247165999E+000	4.260329458E+000	2.151239058E+000	2.649538856E+000	8.119296127E-001	1.980548131E+000	5.247636174E+000	4.260184943E+000	2.151013084E+000	2.649587805E+000	8.118293269E-001	
