Timestamp, 2021-12-28 11:29:16 AM
Collector, High3
Mass ID, 208Pb
Initial Mass, 205.0132
Peak Centre Mass,205.0136
Method, PeakScanning
PDT, 0.0010
Baseline, -0.000237
DetThreshold, 0.000237
DeltaMass, 0.615040
IntegPeriod, ms100

Mass, Intensity
204.39816, -0.00021480
204.41169, 0.00071654
204.42522, 0.00072061
204.43875, 0.00057543
204.45228, 0.00002234
204.46581, 0.00022740
204.47934, 0.00036506
204.49287, -0.00021808
204.50640, -0.00019365
204.51994, 0.00047786
204.53347, 0.00002484
204.54700, -0.00008359
204.56053, -0.00027447
204.57406, -0.00014696
204.58759, 0.00019805
204.60112, -0.00002919
204.61465, 0.00044404
204.62818, 0.00031481
204.64171, 0.00033389
204.65524, -0.00012998
204.66877, 0.00014494
204.68231, -0.00009755
204.69584, 0.00044956
204.70937, -0.00012550
204.72290, 0.00026047
204.73643, -0.00024464
204.74996, 0.00024224
204.76349, 0.00041791
204.77702, 0.00508427
204.79055, 0.05010620
204.80408, 0.27245221
204.81761, 1.32614848
204.83115, 3.76582684
204.84468, 6.90889674
204.85821, 10.55405707
204.87174, 14.39447791
204.88527, 16.25862626
204.89880, 17.26982779
204.91233, 17.66505062
204.92586, 17.71114104
204.93939, 17.71480089
204.95292, 17.71078192
204.96645, 17.71615936
204.97998, 17.71288094
204.99352, 17.70547156
205.00705, 17.71131665
205.02058, 17.71339270
205.03411, 17.72014998
205.04764, 17.71676994
205.06117, 17.72082573
205.07470, 17.71951972
205.08823, 17.71574982
205.10176, 17.68771732
205.11529, 17.59116064
205.12882, 17.21384530
205.14236, 16.12725995
205.15589, 14.14992333
205.16942, 10.70147715
205.18295, 6.63248432
205.19648, 3.44377559
205.21001, 1.45046393
205.22354, 0.43849348
205.23707, 0.12890066
205.25060, 0.00425083
205.26413, 0.00025418
205.27766, 0.00040567
205.29119, -0.00003632
205.30473, 0.00034215
205.31826, 0.00031351
205.33179, 0.00022860
205.34532, -0.00052416
205.35885, 0.00001608
205.37238, -0.00024457
205.38591, 0.00011936
205.39944, 0.00011045
205.41297, 0.00055074
205.42650, 0.00016138
205.44003, 0.00050140
205.45357, -0.00000450
205.46710, -0.00002634
205.48063, 0.00039552
205.49416, -0.00030009
205.50769, -0.00039242
205.52122, -0.00048446
205.53475, 0.00006728
205.54828, -0.00070879
205.56181, -0.00014341
205.57534, 0.00034818
205.58887, 0.00034475
205.60240, -0.00015365
205.61594, 0.00031657
205.62824, 0.00037314
