Timestamp, 2023-03-19 2:52:53 PM
Collector, High1
Mass ID, 206Pb
Initial Mass, 205.0080
Peak Centre Mass,205.0081
Method, PeakScanning
PDT, 0.0010
Baseline, -0.000304
DetThreshold, 0.000188
DeltaMass, 0.615024
IntegPeriod, ms100

Mass, Intensity
204.39302, 0.00007235
204.40655, -0.00054112
204.42008, 0.00009557
204.43361, -0.00020827
204.44714, -0.00057444
204.46067, -0.00035034
204.47420, -0.00008983
204.48773, -0.00028446
204.50126, 0.00023563
204.51479, -0.00004589
204.52832, -0.00063948
204.54185, 0.00007102
204.55538, 0.00028434
204.56891, 0.00012166
204.58244, 0.00016393
204.59597, 0.00052790
204.60950, 0.00030660
204.62303, 0.00053763
204.63657, -0.00015385
204.65010, 0.00064187
204.66363, -0.00045574
204.67716, -0.00031654
204.69069, -0.00031094
204.70422, 0.00065762
204.71775, 0.00029289
204.73128, 0.00018575
204.74481, 0.00065063
204.75834, 0.00020669
204.77187, 0.01350842
204.78540, 0.09342572
204.79893, 0.37641419
204.81246, 1.09565655
204.82599, 2.25196626
204.83952, 3.73259108
204.85305, 4.65701383
204.86658, 5.40600639
204.88011, 6.00061747
204.89365, 6.68997564
204.90718, 7.43158182
204.92071, 7.79965351
204.93424, 7.84009908
204.94777, 7.84709021
204.96130, 7.84614756
204.97483, 7.84765203
204.98836, 7.84842354
205.00189, 7.84905307
205.01542, 7.84539241
205.02895, 7.84539526
205.04248, 7.84933045
205.05601, 7.85071638
205.06954, 7.85408908
205.08307, 7.84834536
205.09660, 7.76743063
205.11013, 7.56525180
205.12366, 7.08523668
205.13720, 6.16332273
205.15073, 4.75487949
205.16426, 3.53116859
205.17779, 2.78670975
205.19132, 2.20510880
205.20485, 1.65391377
205.21838, 0.93150018
205.23191, 0.21856482
205.24544, 0.02041452
205.25897, 0.00227390
205.27250, -0.00003271
205.28603, -0.00052753
205.29956, 0.00018465
205.31309, 0.00012210
205.32662, 0.00025408
205.34015, -0.00019657
205.35368, -0.00035984
205.36721, 0.00032369
205.38074, 0.00095263
205.39428, 0.00016688
205.40781, 0.00030612
205.42134, 0.00098554
205.43487, 0.00058402
205.44840, -0.00026781
205.46193, 0.00058468
205.47546, 0.00070551
205.48899, 0.00028014
205.50252, 0.00034519
205.51605, -0.00011279
205.52958, -0.00041989
205.54311, 0.00051024
205.55664, -0.00018197
205.57017, 0.00001631
205.58370, 0.00001261
205.59723, 0.00015040
205.61076, 0.00068050
205.62306, 0.00031636
