Timestamp, 2023-03-19 6:29:13 PM
Collector, Axial
Mass ID, 206Pb
Initial Mass, 206.0181
Peak Centre Mass,206.0250
Method, PeakScanning
PDT, 0.0010
Baseline, -0.000205
DetThreshold, 0.000102
DeltaMass, 0.618054
IntegPeriod, ms100

Mass, Intensity
205.40000, 0.00009577
205.41360, -0.00013472
205.42719, -0.00013199
205.44079, 0.00033683
205.45439, -0.00023955
205.46799, -0.00008317
205.48158, 0.00013967
205.49518, -0.00001349
205.50878, -0.00012078
205.52237, 0.00014955
205.53597, 0.00011376
205.54957, 0.00025515
205.56317, -0.00006803
205.57676, -0.00013387
205.59036, 0.00001196
205.60396, -0.00013385
205.61755, -0.00027051
205.63115, -0.00007809
205.64475, 0.00032317
205.65835, -0.00026748
205.67194, 0.00001424
205.68554, -0.00003123
205.69914, 0.00032812
205.71273, 0.00013698
205.72633, 0.00015475
205.73993, 0.00012052
205.75353, 0.00032827
205.76712, 0.00006176
205.78072, 0.00229939
205.79432, 0.04327551
205.80792, 0.23885674
205.82151, 1.22201273
205.83511, 2.85926614
205.84871, 3.78720063
205.86230, 4.55281018
205.87590, 5.39082449
205.88950, 8.22878293
205.90310, 10.80578964
205.91669, 11.64107904
205.93029, 11.73788198
205.94389, 11.74757191
205.95748, 11.75072964
205.97108, 11.75059219
205.98468, 11.74814625
205.99828, 11.74739843
206.01187, 11.74749633
206.02547, 11.74708787
206.03907, 11.75183370
206.05266, 11.75139616
206.06626, 11.75038170
206.07986, 11.75214011
206.09346, 11.74414819
206.10705, 11.70652741
206.12065, 11.57584709
206.13425, 10.80133048
206.14784, 9.34435929
206.16144, 7.92359080
206.17504, 7.29308020
206.18864, 6.45789617
206.20223, 4.37445880
206.21583, 1.58730992
206.22943, 0.19664072
206.24303, 0.01335961
206.25662, 0.00159373
206.27022, 0.00020143
206.28382, 0.00011290
206.29741, 0.00026612
206.31101, -0.00029771
206.32461, -0.00022614
206.33821, -0.00027563
206.35180, 0.00003209
206.36540, 0.00022244
206.37900, 0.00020771
206.39259, 0.00008388
206.40619, 0.00014762
206.41979, 0.00010111
206.43339, 0.00015430
206.44698, 0.00030577
206.46058, -0.00001301
206.47418, -0.00000992
206.48777, 0.00024500
206.50137, 0.00009612
206.51497, -0.00012453
206.52857, -0.00055424
206.54216, 0.00021344
206.55576, -0.00001777
206.56936, -0.00020536
206.58296, -0.00001304
206.59655, -0.00022596
206.61015, -0.00022375
206.62375, 0.00003809
206.63611, -0.00030689
