Timestamp, 2023-03-19 11:09:41 AM
Collector, High1
Mass ID, 206Pb
Initial Mass, 205.0046
Peak Centre Mass,205.0105
Method, PeakScanning
PDT, 0.0010
Baseline, -0.000255
DetThreshold, 0.000148
DeltaMass, 0.615014
IntegPeriod, ms100

Mass, Intensity
204.38956, 0.00036604
204.40309, -0.00012779
204.41663, 0.00017462
204.43016, 0.00005858
204.44369, 0.00000758
204.45722, -0.00004319
204.47075, 0.00009697
204.48428, -0.00045118
204.49781, 0.00086300
204.51134, 0.00044502
204.52487, -0.00023556
204.53840, 0.00028515
204.55193, 0.00001540
204.56546, -0.00002346
204.57899, 0.00024002
204.59252, -0.00032959
204.60605, 0.00058780
204.61958, -0.00058155
204.63311, 0.00035653
204.64664, -0.00026958
204.66017, -0.00022963
204.67370, -0.00018237
204.68723, 0.00056508
204.70076, -0.00022165
204.71429, -0.00036350
204.72782, -0.00019711
204.74135, -0.00000548
204.75488, 0.00006698
204.76841, 0.00067538
204.78194, 0.00516353
204.79547, 0.02971994
204.80900, 0.22846389
204.82253, 0.95588839
204.83606, 2.21558104
204.84959, 3.81842294
204.86313, 4.96148033
204.87666, 5.58613654
204.89019, 6.21254911
204.90372, 6.73892650
204.91725, 6.92430426
204.93078, 6.94119932
204.94431, 6.94113153
204.95784, 6.94091408
204.97137, 6.93973523
204.98490, 6.94074392
204.99843, 6.94382584
205.01196, 6.94698271
205.02549, 6.94815575
205.03902, 6.94621684
205.05255, 6.94644199
205.06608, 6.94962672
205.07961, 6.94943505
205.09314, 6.94720423
205.10667, 6.91857425
205.12020, 6.82087355
205.13373, 6.48870660
205.14726, 5.55105489
205.16079, 4.06445009
205.17432, 2.64413586
205.18785, 1.74988153
205.20138, 1.15056616
205.21491, 0.54296522
205.22844, 0.12119404
205.24197, 0.00579332
205.25550, -0.00018218
205.26903, 0.00058350
205.28256, 0.00012496
205.29609, 0.00045152
205.30963, -0.00036823
205.32316, 0.00040407
205.33669, -0.00000489
205.35022, 0.00042876
205.36375, -0.00037538
205.37728, 0.00014047
205.39081, 0.00007562
205.40434, -0.00007669
205.41787, 0.00041900
205.43140, 0.00062293
205.44493, 0.00050137
205.45846, -0.00001868
205.47199, 0.00023167
205.48552, 0.00016933
205.49905, -0.00047899
205.51258, 0.00016020
205.52611, 0.00033600
205.53964, -0.00022695
205.55317, 0.00030433
205.56670, -0.00004941
205.58023, 0.00047461
205.59376, 0.00022113
205.60729, -0.00010691
205.61959, 0.00019118
