Timestamp, 2023-03-19 11:34:27 AM
Collector, High2
Mass ID, 206Pb
Initial Mass, 204.0081
Peak Centre Mass,204.0128
Method, PeakScanning
PDT, 0.0010
Baseline, -0.000299
DetThreshold, 0.000051
DeltaMass, 0.612024
IntegPeriod, ms100

Mass, Intensity
203.39604, -0.00014323
203.40950, -0.00009493
203.42297, 0.00049381
203.43643, 0.00032772
203.44990, -0.00018828
203.46336, -0.00033646
203.47682, 0.00018441
203.49029, -0.00037408
203.50375, -0.00018807
203.51722, -0.00045686
203.53068, 0.00069427
203.54415, 0.00018890
203.55761, -0.00031781
203.57108, -0.00024332
203.58454, -0.00026951
203.59801, 0.00055228
203.61147, -0.00001801
203.62493, -0.00058060
203.63840, -0.00014759
203.65186, 0.00022977
203.66533, -0.00023633
203.67879, 0.00015977
203.69226, 0.00090922
203.70572, 0.00007772
203.71919, 0.00007583
203.73265, 0.00035068
203.74612, 0.00030705
203.75958, -0.00028329
203.77304, 0.00556323
203.78651, 0.04243791
203.79997, 0.22952242
203.81344, 0.84401516
203.82690, 2.84129414
203.84037, 5.63134527
203.85383, 7.98113488
203.86730, 9.43766793
203.88076, 11.02634649
203.89422, 12.26240801
203.90769, 13.15448019
203.92115, 13.30607993
203.93462, 13.31176482
203.94808, 13.31378462
203.96155, 13.31257329
203.97501, 13.31306154
203.98848, 13.31944753
204.00194, 13.32128485
204.01541, 13.32239160
204.02887, 13.32393500
204.04233, 13.32436918
204.05580, 13.31878255
204.06926, 13.32253899
204.08273, 13.32278677
204.09619, 13.32414881
204.10966, 13.29116081
204.12312, 13.17183001
204.13659, 12.58877977
204.15005, 10.86332698
204.16352, 7.92485350
204.17698, 5.43963161
204.19044, 4.17965632
204.20391, 2.71585891
204.21737, 1.20315345
204.23084, 0.17827977
204.24430, 0.00913461
204.25777, 0.00050253
204.27123, -0.00005145
204.28470, -0.00017041
204.29816, 0.00033987
204.31163, 0.00033640
204.32509, -0.00031759
204.33855, 0.00033297
204.35202, -0.00010863
204.36548, 0.00033856
204.37895, -0.00007497
204.39241, -0.00002852
204.40588, 0.00054204
204.41934, 0.00014927
204.43281, 0.00053622
204.44627, -0.00047841
204.45974, -0.00007646
204.47320, 0.00037767
204.48666, 0.00008974
204.50013, 0.00007909
204.51359, -0.00011856
204.52706, 0.00010278
204.54052, 0.00085117
204.55399, -0.00020975
204.56745, 0.00005979
204.58092, -0.00049218
204.59438, 0.00041163
204.60785, -0.00038361
204.62009, -0.00016074
