Timestamp, 2023-03-19 10:45:23 AM
Collector, Axial
Mass ID, 207Pb
Initial Mass, 206.9998
Peak Centre Mass,207.0059
Method, PeakScanning
PDT, 0.0010
Baseline, -0.000296
DetThreshold, 0.000096
DeltaMass, 0.620999
IntegPeriod, ms100

Mass, Intensity
206.37878, -0.00034847
206.39244, -0.00011771
206.40611, -0.00012313
206.41977, 0.00048990
206.43343, -0.00028323
206.44709, 0.00000220
206.46075, -0.00043810
206.47442, 0.00010259
206.48808, 0.00044203
206.50174, -0.00006570
206.51540, -0.00014883
206.52906, -0.00015325
206.54273, -0.00018622
206.55639, -0.00019253
206.57005, -0.00035723
206.58371, 0.00000340
206.59737, 0.00011750
206.61104, -0.00018803
206.62470, 0.00065204
206.63836, -0.00025326
206.65202, -0.00012668
206.66568, -0.00007714
206.67935, -0.00045252
206.69301, 0.00026593
206.70667, 0.00010645
206.72033, -0.00033932
206.73399, -0.00002711
206.74766, -0.00000833
206.76132, 0.00062353
206.77498, 0.00470451
206.78864, 0.02693010
206.80230, 0.09842577
206.81597, 0.31302329
206.82963, 0.90581269
206.84329, 1.76763545
206.85695, 2.43039321
206.87061, 2.74294760
206.88428, 2.99002419
206.89794, 3.31112032
206.91160, 3.43419910
206.92526, 3.44777399
206.93892, 3.44735962
206.95259, 3.45107137
206.96625, 3.45026698
206.97991, 3.45323307
206.99357, 3.45124759
207.00723, 3.45163644
207.02090, 3.45051177
207.03456, 3.45095865
207.04822, 3.45212082
207.06188, 3.45203035
207.07554, 3.45447554
207.08921, 3.45157807
207.10287, 3.43074456
207.11653, 3.35380025
207.13019, 3.18715203
207.14385, 2.75733213
207.15752, 1.93895874
207.17118, 1.11646401
207.18484, 0.76653996
207.19850, 0.47681225
207.21216, 0.23308123
207.22582, 0.04729033
207.23949, 0.00315095
207.25315, 0.00068281
207.26681, 0.00042566
207.28047, 0.00028564
207.29413, 0.00011821
207.30780, -0.00010102
207.32146, 0.00025060
207.33512, 0.00082757
207.34878, 0.00073184
207.36244, -0.00013237
207.37611, 0.00019588
207.38977, 0.00009337
207.40343, 0.00039504
207.41709, -0.00000332
207.43075, 0.00001157
207.44442, -0.00020932
207.45808, -0.00038421
207.47174, -0.00030450
207.48540, 0.00013724
207.49906, -0.00000687
207.51273, 0.00032961
207.52639, -0.00022351
207.54005, 0.00013789
207.55371, -0.00063237
207.56737, 0.00035971
207.58104, 0.00023623
207.59470, -0.00004804
207.60836, -0.00056032
207.62078, 0.00019295
