Timestamp, 2023-03-19 11:46:54 AM
Collector, High2
Mass ID, 206Pb
Initial Mass, 204.0128
Peak Centre Mass,204.0142
Method, PeakScanning
PDT, 0.0010
Baseline, -0.000252
DetThreshold, 0.000169
DeltaMass, 0.612038
IntegPeriod, ms100

Mass, Intensity
203.40076, 0.00054234
203.41422, -0.00025621
203.42769, 0.00031842
203.44115, -0.00021102
203.45462, -0.00014221
203.46808, -0.00013102
203.48155, -0.00040818
203.49501, -0.00039451
203.50848, 0.00024463
203.52194, -0.00013207
203.53541, -0.00037121
203.54887, -0.00010124
203.56234, -0.00011651
203.57580, 0.00014172
203.58926, 0.00000985
203.60273, 0.00037512
203.61619, 0.00003700
203.62966, -0.00025817
203.64312, 0.00002080
203.65659, 0.00012133
203.67005, 0.00013318
203.68352, -0.00020835
203.69698, 0.00066887
203.71045, 0.00054793
203.72391, -0.00060485
203.73738, 0.00057617
203.75084, -0.00005361
203.76431, 0.00128468
203.77777, 0.01451882
203.79124, 0.08806625
203.80470, 0.38086678
203.81817, 1.56330459
203.83163, 4.48553889
203.84510, 7.68369936
203.85856, 10.46423850
203.87203, 12.18126204
203.88549, 13.80439186
203.89896, 15.72740402
203.91242, 16.52689521
203.92589, 16.60421299
203.93935, 16.61163467
203.95282, 16.60828028
203.96628, 16.60399027
203.97975, 16.60776478
203.99321, 16.60969700
204.00667, 16.61597949
204.02014, 16.61071255
204.03360, 16.61601340
204.04707, 16.61166241
204.06053, 16.61187176
204.07400, 16.60972951
204.08746, 16.61294129
204.10093, 16.59320474
204.11439, 16.52985485
204.12786, 16.27821961
204.14132, 15.24498797
204.15479, 12.88412872
204.16825, 9.08153677
204.18172, 6.18563516
204.19518, 4.52778986
204.20865, 2.84147704
204.22211, 1.09921320
204.23558, 0.22276514
204.24904, 0.00872320
204.26251, 0.00055123
204.27597, 0.00053409
204.28944, 0.00015221
204.30290, 0.00043443
204.31637, -0.00027729
204.32983, -0.00045115
204.34330, 0.00085164
204.35676, 0.00025532
204.37023, 0.00012217
204.38369, 0.00034922
204.39716, 0.00034038
204.41062, 0.00034397
204.42409, 0.00038294
204.43755, -0.00010462
204.45101, -0.00016683
204.46448, -0.00010074
204.47794, 0.00025386
204.49141, 0.00019729
204.50487, -0.00002407
204.51834, 0.00054843
204.53180, 0.00006079
204.54527, 0.00000647
204.55873, 0.00021977
204.57220, -0.00009681
204.58566, -0.00000373
204.59913, 0.00050531
204.61259, 0.00070870
204.62483, -0.00051294
