Timestamp, 2023-03-19 11:35:08 AM
Collector, Axial
Mass ID, 206Pb
Initial Mass, 206.0119
Peak Centre Mass,206.0169
Method, PeakScanning
PDT, 0.0010
Baseline, -0.000263
DetThreshold, 0.000162
DeltaMass, 0.618036
IntegPeriod, ms100

Mass, Intensity
205.39389, -0.00016633
205.40749, 0.00019249
205.42109, 0.00007430
205.43468, -0.00036712
205.44828, -0.00051603
205.46188, 0.00014748
205.47548, -0.00002164
205.48907, 0.00038344
205.50267, -0.00018279
205.51627, -0.00034549
205.52986, 0.00035799
205.54346, 0.00002192
205.55706, 0.00049686
205.57065, 0.00061740
205.58425, -0.00025140
205.59785, 0.00011281
205.61144, 0.00027721
205.62504, 0.00016173
205.63864, -0.00022342
205.65223, 0.00031101
205.66583, 0.00047785
205.67943, 0.00017696
205.69302, 0.00006950
205.70662, 0.00051571
205.72022, -0.00035669
205.73381, 0.00002433
205.74741, 0.00029429
205.76101, 0.00005344
205.77460, 0.00274549
205.78820, 0.02242907
205.80180, 0.12739276
205.81539, 0.49635309
205.82899, 1.88148251
205.84259, 4.15341571
205.85619, 6.93717420
205.86978, 8.74220986
205.88338, 10.09834412
205.89698, 11.63582375
205.91057, 12.88634549
205.92417, 13.14947400
205.93777, 13.17853029
205.95136, 13.18837134
205.96496, 13.19335271
205.97856, 13.18906048
205.99215, 13.18971737
206.00575, 13.19242201
206.01935, 13.19305972
206.03294, 13.19129577
206.04654, 13.19050952
206.06014, 13.19499859
206.07373, 13.20120646
206.08733, 13.19783023
206.10093, 13.18100280
206.11452, 13.07857019
206.12812, 12.77431402
206.14172, 11.78866609
206.15531, 9.47569074
206.16891, 6.89482629
206.18251, 4.84874977
206.19610, 3.47585072
206.20970, 2.10640945
206.22330, 0.65979545
206.23690, 0.07885281
206.25049, 0.00889416
206.26409, 0.00096616
206.27769, 0.00026588
206.29128, 0.00034739
206.30488, -0.00036909
206.31848, 0.00026046
206.33207, -0.00013209
206.34567, 0.00048930
206.35927, 0.00019502
206.37286, 0.00045178
206.38646, -0.00004712
206.40006, 0.00006469
206.41365, 0.00021956
206.42725, 0.00025602
206.44085, 0.00012357
206.45444, -0.00000074
206.46804, -0.00028086
206.48164, -0.00016855
206.49523, -0.00032289
206.50883, -0.00006563
206.52243, -0.00002163
206.53602, 0.00070526
206.54962, 0.00020500
206.56322, -0.00058129
206.57681, -0.00008676
206.59041, 0.00030599
206.60401, -0.00002124
206.61761, -0.00043607
206.62997, -0.00034376
