Timestamp, 2023-03-19 10:32:02 AM
Collector, High2
Mass ID, 206Pb
Initial Mass, 203.9962
Peak Centre Mass,203.9923
Method, PeakScanning
PDT, 0.0010
Baseline, -0.000258
DetThreshold, 0.000300
DeltaMass, 0.611989
IntegPeriod, ms100

Mass, Intensity
203.38420, 0.00041627
203.39766, -0.00002421
203.41113, 0.00019307
203.42459, 0.00023252
203.43805, -0.00009473
203.45152, 0.00047067
203.46498, 0.00003152
203.47844, -0.00067458
203.49191, 0.00042789
203.50537, -0.00001939
203.51884, 0.00006760
203.53230, -0.00005336
203.54576, -0.00030828
203.55923, 0.00027322
203.57269, -0.00020238
203.58615, 0.00016203
203.59962, -0.00026080
203.61308, -0.00004497
203.62655, 0.00026832
203.64001, 0.00012476
203.65347, -0.00023036
203.66694, 0.00001193
203.68040, 0.00032106
203.69386, -0.00042723
203.70733, -0.00020076
203.72079, -0.00056128
203.73425, 0.00012970
203.74772, 0.00040615
203.76118, 0.00490098
203.77465, 0.02615847
203.78811, 0.11278796
203.80157, 0.31604163
203.81504, 0.81159366
203.82850, 1.54740600
203.84196, 1.97224583
203.85543, 2.22772721
203.86889, 2.46253557
203.88236, 2.66014893
203.89582, 2.74300010
203.90928, 2.74851703
203.92275, 2.74764643
203.93621, 2.74878525
203.94967, 2.75116159
203.96314, 2.75056585
203.97660, 2.75266827
203.99007, 2.74985181
204.00353, 2.74877981
204.01699, 2.74921608
204.03046, 2.74638090
204.04392, 2.74831910
204.05738, 2.74826011
204.07085, 2.74997271
204.08431, 2.74646799
204.09778, 2.72381017
204.11124, 2.66926171
204.12470, 2.50169409
204.13817, 1.93384806
204.15163, 1.27832119
204.16509, 0.81272735
204.17856, 0.60914800
204.19202, 0.36923481
204.20549, 0.12281934
204.21895, 0.00938168
204.23241, 0.00061987
204.24588, 0.00054808
204.25934, 0.00041561
204.27280, 0.00035432
204.28627, -0.00029363
204.29973, 0.00026596
204.31320, -0.00006901
204.32666, 0.00003630
204.34012, -0.00013389
204.35359, 0.00014183
204.36705, -0.00015006
204.38051, -0.00001639
204.39398, -0.00077830
204.40744, 0.00018415
204.42091, 0.00027121
204.43437, 0.00055551
204.44783, 0.00037128
204.46130, -0.00016151
204.47476, -0.00005787
204.48822, -0.00012886
204.50169, 0.00006674
204.51515, -0.00026199
204.52862, 0.00091192
204.54208, -0.00010969
204.55554, 0.00015179
204.56901, -0.00004377
204.58247, 0.00008474
204.59593, 0.00012168
204.60817, 0.00029516
