Timestamp, 2023-03-19 12:11:48 PM
Collector, High2
Mass ID, 206Pb
Initial Mass, 204.0154
Peak Centre Mass,204.0197
Method, PeakScanning
PDT, 0.0010
Baseline, -0.000184
DetThreshold, 0.000248
DeltaMass, 0.612046
IntegPeriod, ms100

Mass, Intensity
203.40338, -0.00001299
203.41685, 0.00033841
203.43031, 0.00001649
203.44378, -0.00002186
203.45724, 0.00005539
203.47071, -0.00053536
203.48417, 0.00013774
203.49764, -0.00003992
203.51110, 0.00022976
203.52457, -0.00029261
203.53803, -0.00009142
203.55150, -0.00010711
203.56496, 0.00008099
203.57843, 0.00030346
203.59189, -0.00051524
203.60536, 0.00015081
203.61882, 0.00007548
203.63229, 0.00015932
203.64575, 0.00041048
203.65922, -0.00007785
203.67268, 0.00103844
203.68615, -0.00000276
203.69961, 0.00002220
203.71308, 0.00019717
203.72654, 0.00037949
203.74001, -0.00022486
203.75347, 0.00007334
203.76694, 0.00142963
203.78040, 0.01642397
203.79387, 0.08630719
203.80733, 0.31550968
203.82080, 1.07218879
203.83426, 3.11626628
203.84773, 6.01993634
203.86119, 8.15950463
203.87466, 9.31891032
203.88812, 10.46823745
203.90159, 11.85333552
203.91505, 12.95481888
203.92852, 13.13053088
203.94198, 13.14486911
203.95545, 13.13935676
203.96891, 13.13555487
203.98238, 13.13517454
203.99584, 13.13159235
204.00931, 13.12904478
204.02277, 13.13045889
204.03624, 13.13919975
204.04970, 13.13489167
204.06317, 13.13366551
204.07663, 13.13149651
204.09010, 13.12872108
204.10356, 13.11263686
204.11703, 13.05402162
204.13049, 12.85032598
204.14396, 12.39272571
204.15742, 10.33530490
204.17089, 7.39744462
204.18435, 5.41705233
204.19782, 3.99553591
204.21128, 3.01645114
204.22475, 1.64517381
204.23821, 0.30249721
204.25168, 0.02688048
204.26514, 0.00186016
204.27861, 0.00008896
204.29207, -0.00014035
204.30554, 0.00022437
204.31900, -0.00044295
204.33247, 0.00040734
204.34593, -0.00004439
204.35940, -0.00006022
204.37286, -0.00006669
204.38633, 0.00039451
204.39979, 0.00016756
204.41326, -0.00016995
204.42672, 0.00007082
204.44019, -0.00024326
204.45365, 0.00039431
204.46712, 0.00027400
204.48058, 0.00026751
204.49405, 0.00018449
204.50751, -0.00021880
204.52098, 0.00004057
204.53444, 0.00045839
204.54791, 0.00005542
204.56137, -0.00000933
204.57484, -0.00013831
204.58830, -0.00022929
204.60177, 0.00010986
204.61523, 0.00018718
204.62747, 0.00021059
