Timestamp, 2023-03-19 12:37:16 PM
Collector, High1
Mass ID, 206Pb
Initial Mass, 205.0273
Peak Centre Mass,205.0278
Method, PeakScanning
PDT, 0.0010
Baseline, -0.000192
DetThreshold, 0.000328
DeltaMass, 0.615082
IntegPeriod, ms100

Mass, Intensity
204.41222, 0.00002744
204.42575, -0.00013679
204.43928, -0.00035052
204.45281, 0.00016511
204.46634, 0.00000758
204.47988, 0.00023330
204.49341, 0.00025567
204.50694, 0.00002098
204.52047, 0.00022364
204.53400, 0.00071546
204.54754, 0.00044794
204.56107, 0.00012259
204.57460, -0.00012883
204.58813, -0.00022355
204.60166, 0.00036788
204.61519, 0.00011694
204.62873, -0.00035023
204.64226, -0.00008886
204.65579, -0.00035054
204.66932, 0.00066225
204.68285, 0.00021273
204.69638, 0.00012916
204.70992, 0.00009556
204.72345, -0.00001017
204.73698, 0.00028689
204.75051, 0.00009780
204.76404, 0.00048786
204.77758, 0.00749816
204.79111, 0.06704350
204.80464, 0.23398547
204.81817, 0.56575562
204.83170, 1.60983304
204.84523, 3.17401108
204.85877, 4.66950813
204.87230, 5.71712084
204.88583, 6.56410242
204.89936, 7.68632542
204.91289, 9.17971192
204.92643, 10.04365315
204.93996, 10.17820361
204.95349, 10.18830797
204.96702, 10.19336437
204.98055, 10.19382084
204.99408, 10.19398081
205.00762, 10.19338561
205.02115, 10.19171079
205.03468, 10.19244919
205.04821, 10.18864186
205.06174, 10.19116704
205.07528, 10.18944199
205.08881, 10.19878730
205.10234, 10.16114082
205.11587, 9.98511360
205.12940, 9.72483559
205.14293, 9.26945123
205.15647, 7.88255824
205.17000, 6.19686098
205.18353, 5.12806129
205.19706, 4.26891831
205.21059, 3.43225571
205.22413, 2.30926004
205.23766, 0.74533419
205.25119, 0.18506935
205.26472, 0.00861445
205.27825, 0.00121272
205.29178, -0.00012571
205.30532, -0.00023577
205.31885, 0.00066724
205.33238, -0.00011951
205.34591, 0.00027734
205.35944, 0.00029926
205.37297, 0.00031674
205.38651, -0.00018966
205.40004, 0.00032007
205.41357, 0.00056019
205.42710, 0.00010884
205.44063, 0.00035867
205.45417, 0.00001678
205.46770, 0.00072899
205.48123, 0.00024544
205.49476, 0.00066440
205.50829, 0.00051493
205.52182, -0.00059952
205.53536, -0.00066367
205.54889, 0.00041830
205.56242, -0.00016774
205.57595, 0.00028833
205.58948, -0.00010133
205.60302, 0.00070112
205.61655, -0.00003900
205.63008, 0.00022803
205.64238, 0.00021591
