Timestamp, 2021-12-27 9:08:21 PM
Collector, High3
Mass ID, 208Pb
Initial Mass, 205.0261
Peak Centre Mass,205.0241
Method, PeakScanning
PDT, 0.0010
Baseline, -0.000251
DetThreshold, 0.000257
DeltaMass, 0.615078
IntegPeriod, ms100

Mass, Intensity
204.41106, -0.00020607
204.42459, 0.00018432
204.43812, 0.00015777
204.45165, -0.00010371
204.46519, 0.00006429
204.47872, -0.00017653
204.49225, -0.00004552
204.50578, 0.00002873
204.51931, 0.00070140
204.53285, 0.00021351
204.54638, -0.00029089
204.55991, 0.00028542
204.57344, 0.00039426
204.58697, -0.00017006
204.60050, 0.00013498
204.61404, 0.00032866
204.62757, -0.00008035
204.64110, 0.00048684
204.65463, 0.00011312
204.66816, 0.00019384
204.68169, -0.00009340
204.69523, 0.00055956
204.70876, 0.00004020
204.72229, -0.00037844
204.73582, 0.00011086
204.74935, 0.00029381
204.76288, -0.00059705
204.77642, -0.00060582
204.78995, 0.00159023
204.80348, 0.02190526
204.81701, 0.10111346
204.83054, 0.56515318
204.84407, 1.80957794
204.85761, 3.54368888
204.87114, 5.30533465
204.88467, 6.70152591
204.89820, 7.30884562
204.91173, 7.60297466
204.92527, 7.73775141
204.93880, 7.78941052
204.95233, 7.79717175
204.96586, 7.79539935
204.97939, 7.79401696
204.99292, 7.79241432
205.00646, 7.79619497
205.01999, 7.79395083
205.03352, 7.79403498
205.04705, 7.79578061
205.06058, 7.79046480
205.07411, 7.79242518
205.08765, 7.78959414
205.10118, 7.79056009
205.11471, 7.78194457
205.12824, 7.74556718
205.14177, 7.63001716
205.15530, 7.10888851
205.16884, 6.00332114
205.18237, 4.37216187
205.19590, 2.64662163
205.20943, 1.24776516
205.22296, 0.47669990
205.23649, 0.20482065
205.25003, 0.06827200
205.26356, 0.01037309
205.27709, -0.00008611
205.29062, 0.00049930
205.30415, -0.00007250
205.31769, 0.00016282
205.33122, 0.00014201
205.34475, 0.00017622
205.35828, -0.00052049
205.37181, 0.00007153
205.38534, -0.00004322
205.39888, 0.00034769
205.41241, -0.00055986
205.42594, 0.00027854
205.43947, 0.00021108
205.45300, -0.00019016
205.46653, 0.00009606
205.48007, 0.00042138
205.49360, -0.00022552
205.50713, 0.00007166
205.52066, -0.00007053
205.53419, 0.00020039
205.54772, 0.00017886
205.56126, 0.00033387
205.57479, 0.00004654
205.58832, -0.00009588
205.60185, 0.00032991
205.61538, -0.00015424
205.62891, 0.00026989
205.64122, -0.00034167
