#HEADER
Analysis
Version,1.4.0,1.04
Filename,A520_Pb-2532.TXT
MethodName,PbFaraday_Pbc3Line.TIMSAM
MethodPath,C:\IsoLinx\Projects\RIGL.Pro\Methods
IsoWorksMethod,PbFaraday_Pbc3Line
FolderPath,C:\IsoLinx\Projects\RIGL.Pro\Analysis\T0039_HiPb981DblSpk\A520_Pb.RAW
Corrected,Yes
BChannels,Yes
TimeZero, December 27, 2021 6:39:53 PM.643

#COLLECTORS
Name,Type,Resistor,Gain,Efficiency,DT
PM,PM,1e+11,1.000000000,1.000000000,31.3000
L5,F,1e+11,1.000000000,1.000000000,0.0000
L4,F,1e+11,1.000362239,1.000000000,0.0000
L3,F,1e+11,1.001916859,1.000000000,0.0000
L2,F,1e+11,0.998704526,1.000000000,0.0000
Ax,F,1e+11,0.994221629,1.000000000,0.0000
H1,F,1e+11,1.004330622,1.000000000,0.0000
H2,F,1e+11,0.967642535,1.000000000,0.0000
H3,F,1e+11,0.988378437,1.000000000,0.0000
H4,F,1e+11,0.996368444,1.000000000,0.0000

#BASELINES
ID,Block,Cycle,Integ,PeakID,AxMass,Time,PM,L5,L4,L3,L2,Ax,H1,H2,H3,H4,L5.B,L4.B,L3.B,L2.B,Ax.B,H1.B,H2.B,H3.B,H4.B
BL3, 1, 8, 1, BL3, 205.5000, 486.5024864, 0.000000000000e+000, 9.246670100956e-006, 2.225459240794e-006, 1.253770406305e-005, 2.319296498663e-005, 4.459910266406e-005, 2.548564980368e-004, 1.059031395885e-004, 6.972849750832e-005, 1.424652154442e-005, 9.246670100956e-006, 2.225459240794e-006, 1.253770406305e-005, 2.319296498663e-005, 4.459910266406e-005, 2.548564980368e-004, 1.059031395885e-004, 6.972849750832e-005, 1.424652154442e-005
BL4, 1, 8, 1, BL4, 206.5000, 492.5159575, 0.000000000000e+000, -2.725271487296e-006, 2.941018470244e-006, 1.906814534872e-005, 4.420601460243e-005, 7.350802609291e-005, 2.816281701616e-004, 7.584567125935e-005, -3.205601566790e-006, 4.989278887927e-006, -2.725271487296e-006, 2.941018470244e-006, 1.906814534872e-005, 4.420601460243e-005, 7.350802609291e-005, 2.816281701616e-004, 7.584567125935e-005, -3.205601566790e-006, 4.989278887927e-006
BL1, 1, 9, 1, BL1, 203.5000, 518.2919532, 0.000000000000e+000, 8.183498742963e-007, 7.715677771981e-006, 1.036246010299e-005, 3.014925460167e-006, 1.429932718105e-005, 2.633676870382e-005, 4.517143099133e-005, 7.543302119645e-005, 1.107468730715e-004, 8.183498742963e-007, 7.715677771981e-006, 1.036246010299e-005, 3.014925460167e-006, 1.429932718105e-005, 2.633676870382e-005, 4.517143099133e-005, 7.543302119645e-005, 1.107468730715e-004
BL2, 1, 9, 1, BL2, 204.5000, 524.3055123, 0.000000000000e+000, 9.777344071046e-006, -4.185127274745e-006, 2.052009620753e-006, 9.885267617690e-006, 9.004505000469e-006, 4.719775483372e-005, 8.005604425250e-005, 1.015906753227e-004, 7.123136894502e-005, 9.777344071046e-006, -4.185127274745e-006, 2.052009620753e-006, 9.885267617690e-006, 9.004505000469e-006, 4.719775483372e-005, 8.005604425250e-005, 1.015906753227e-004, 7.123136894502e-005
BL3, 1, 9, 1, BL3, 205.5000, 530.3183283, 0.000000000000e+000, -6.830701432939e-006, -6.406860368259e-009, 4.875626948223e-006, 1.207792798714e-005, 4.066052637283e-005, 2.400190167207e-004, 1.203742691764e-004, 6.456906093739e-005, 6.809855852843e-006, -6.830701432939e-006, -6.406860368259e-009, 4.875626948223e-006, 1.207792798714e-005, 4.066052637283e-005, 2.400190167207e-004, 1.203742691764e-004, 6.456906093739e-005, 6.809855852843e-006
BL4, 1, 9, 1, BL4, 206.5000, 536.3318599, 0.000000000000e+000, 1.769890048199e-005, 8.052302228073e-006, 1.456303472192e-005, 5.535695395827e-005, 8.202018738767e-005, 2.827536990355e-004, 7.743920871481e-005, 1.224480083974e-005, 1.173383433758e-005, 1.769890048199e-005, 8.052302228073e-006, 1.456303472192e-005, 5.535695395827e-005, 8.202018738767e-005, 2.827536990355e-004, 7.743920871481e-005, 1.224480083974e-005, 1.173383433758e-005
BL1, 1, 10, 1, BL1, 203.5000, 562.1085149, 0.000000000000e+000, -4.645605419657e-006, 4.372256048734e-006, 8.534067487523e-006, 1.702668869894e-006, 1.341164741824e-005, 2.052747648236e-005, 5.147812643739e-005, 8.787956103751e-005, 1.045536687439e-004, -4.645605419657e-006, 4.372256048734e-006, 8.534067487523e-006, 1.702668869894e-006, 1.341164741824e-005, 2.052747648236e-005, 5.147812643739e-005, 8.787956103751e-005, 1.045536687439e-004
BL2, 1, 10, 1, BL2, 204.5000, 568.1222941, 0.000000000000e+000, -7.965756786577e-006, -1.412744590283e-006, 9.264035870045e-007, 1.168109305755e-005, 1.864253599735e-005, 4.709201188302e-005, 8.179550884007e-005, 1.089789886552e-004, 7.036375684021e-005, -7.965756786577e-006, -1.412744590283e-006, 9.264035870045e-007, 1.168109305755e-005, 1.864253599735e-005, 4.709201188302e-005, 8.179550884007e-005, 1.089789886552e-004, 7.036375684021e-005
BL3, 1, 10, 1, BL3, 205.5000, 574.1368873, 0.000000000000e+000, 9.049378087252e-006, 4.314194969857e-006, 1.159549358691e-005, 1.050229919505e-005, 4.458988126516e-005, 2.431547971536e-004, 1.153829497307e-004, 5.480929309825e-005, 9.327181918607e-006, 9.049378087252e-006, 4.314194969857e-006, 1.159549358691e-005, 1.050229919505e-005, 4.458988126516e-005, 2.431547971536e-004, 1.153829497307e-004, 5.480929309825e-005, 9.327181918607e-006
BL4, 1, 10, 1, BL4, 206.5000, 580.1509345, 0.000000000000e+000, 8.887921992660e-006, -2.157644530304e-006, 1.089886767619e-005, 4.492844549562e-005, 7.699467340323e-005, 2.909482941474e-004, 7.730968361596e-005, -6.068022736409e-006, -6.374279559996e-007, 8.887921992660e-006, -2.157644530304e-006, 1.089886767619e-005, 4.492844549562e-005, 7.699467340323e-005, 2.909482941474e-004, 7.730968361596e-005, -6.068022736409e-006, -6.374279559996e-007
BL1, 2, 1, 1, BL1, 203.5000, 667.4305277, 0.000000000000e+000, 9.832271849314e-006, 2.865491420893e-007, 3.031177350305e-006, 1.790955841222e-006, 1.124883921253e-005, 2.901209368449e-005, 5.661412425745e-005, 7.294351372180e-005, 1.086897480326e-004, 9.832271849314e-006, 2.865491420893e-007, 3.031177350305e-006, 1.790955841222e-006, 1.124883921253e-005, 2.901209368449e-005, 5.661412425745e-005, 7.294351372180e-005, 1.086897480326e-004
BL2, 2, 1, 1, BL2, 204.5000, 673.4569800, 0.000000000000e+000, 1.409890698319e-006, 1.131180589313e-005, 7.925353361720e-006, 3.173256540985e-006, 7.560093908385e-006, 4.318096286895e-005, 7.012200460519e-005, 1.060792288719e-004, 7.491869151821e-005, 1.409890698319e-006, 1.131180589313e-005, 7.925353361720e-006, 3.173256540985e-006, 7.560093908385e-006, 4.318096286895e-005, 7.012200460519e-005, 1.060792288719e-004, 7.491869151821e-005
BL3, 2, 1, 1, BL3, 205.5000, 679.4711124, 0.000000000000e+000, 1.101995881700e-005, 9.275424035486e-006, 1.170048818152e-005, 2.406690131255e-005, 5.983142252939e-005, 2.672594911970e-004, 1.238638093860e-004, 6.519180009822e-005, 5.647203130836e-006, 1.101995881700e-005, 9.275424035486e-006, 1.170048818152e-005, 2.406690131255e-005, 5.983142252939e-005, 2.672594911970e-004, 1.238638093860e-004, 6.519180009822e-005, 5.647203130836e-006
BL4, 2, 1, 1, BL4, 206.5000, 685.4978038, 0.000000000000e+000, 4.848418230466e-006, 4.051774695303e-006, 8.381065027222e-006, 5.185659240736e-005, 8.591848089303e-005, 2.904196839845e-004, 8.159868038981e-005, -3.027842782916e-006, 4.707409034447e-006, 4.848418230466e-006, 4.051774695303e-006, 8.381065027222e-006, 5.185659240736e-005, 8.591848089303e-005, 2.904196839845e-004, 8.159868038981e-005, -3.027842782916e-006, 4.707409034447e-006
BL1, 2, 2, 1, BL1, 203.5000, 711.2885750, 0.000000000000e+000, 7.213460432554e-006, 3.100798451673e-006, -8.852201270832e-006, 6.516184969308e-006, 5.165067638926e-006, 3.236120110537e-005, 5.123419092917e-005, 7.562526971482e-005, 1.018168355996e-004, 7.213460432554e-006, 3.100798451673e-006, -8.852201270832e-006, 6.516184969308e-006, 5.165067638926e-006, 3.236120110537e-005, 5.123419092917e-005, 7.562526971482e-005, 1.018168355996e-004
BL2, 2, 2, 1, BL2, 204.5000, 717.3159902, 0.000000000000e+000, -3.371091767336e-006, -7.706215033284e-006, -5.553847343890e-007, 1.447490055963e-005, 1.857014481499e-005, 3.051835402694e-005, 7.665858159103e-005, 1.033633761972e-004, 6.014687452131e-005, -3.371091767336e-006, -7.706215033284e-006, -5.553847343890e-007, 1.447490055963e-005, 1.857014481499e-005, 3.051835402694e-005, 7.665858159103e-005, 1.033633761972e-004, 6.014687452131e-005
BL3, 2, 2, 1, BL3, 205.5000, 723.3302116, 0.000000000000e+000, 8.521309493068e-006, 7.198371070874e-006, 1.279197844874e-005, 1.595153828272e-005, 5.016185223899e-005, 2.565670261985e-004, 1.208374275968e-004, 6.918955244425e-005, 1.430510492736e-005, 8.521309493068e-006, 7.198371070874e-006, 1.279197844874e-005, 1.595153828272e-005, 5.016185223899e-005, 2.565670261985e-004, 1.208374275968e-004, 6.918955244425e-005, 1.430510492736e-005
