Timestamp, 2021-12-26 5:25:10 AM
Collector, High3
Mass ID, Pb208
Initial Mass, 205.0512
Peak Centre Mass,205.0506
Method, PeakScanning
PDT, 0.0010
Baseline, -0.000376
DetThreshold, 0.000174
DeltaMass, 0.615154
IntegPeriod, ms100

Mass, Intensity
204.43605, 0.00023810
204.44958, -0.00040712
204.46311, 0.00042697
204.47665, -0.00006689
204.49018, -0.00012502
204.50371, 0.00006692
204.51725, -0.00000231
204.53078, -0.00019473
204.54431, 0.00001099
204.55785, 0.00029782
204.57138, -0.00035546
204.58491, -0.00006706
204.59845, 0.00003180
204.61198, -0.00060031
204.62551, -0.00040620
204.63905, 0.00032672
204.65258, -0.00012713
204.66611, -0.00013752
204.67965, -0.00009157
204.69318, -0.00016761
204.70671, 0.00060855
204.72025, 0.00013687
204.73378, -0.00007811
204.74731, 0.00005679
204.76085, 0.00017776
204.77438, 0.00009425
204.78791, -0.00018611
204.80145, 0.00006298
204.81498, 0.00030184
204.82851, 0.00075007
204.84205, 0.00250066
204.85558, 0.00355818
204.86911, 0.00482745
204.88265, 0.00752609
204.89618, 0.01356057
204.90971, 0.02074603
204.92325, 0.02456725
204.93678, 0.02570719
204.95031, 0.02507638
204.96385, 0.02562171
204.97738, 0.02554109
204.99091, 0.02554831
205.00445, 0.02580935
205.01798, 0.02539123
205.03151, 0.02551914
205.04505, 0.02546639
205.05858, 0.02562722
205.07211, 0.02564874
205.08565, 0.02482320
205.09918, 0.02523827
205.11271, 0.02530193
205.12625, 0.02583329
205.13978, 0.02531693
205.15331, 0.02439436
205.16685, 0.02327191
205.18038, 0.02162820
205.19391, 0.02022988
205.20745, 0.01850476
205.22098, 0.01219176
205.23451, 0.00348933
205.24805, 0.00086906
205.26158, -0.00000097
205.27511, 0.00052781
205.28865, -0.00027736
205.30218, 0.00018746
205.31571, 0.00000515
205.32925, -0.00031735
205.34278, 0.00006739
205.35632, -0.00023084
205.36985, 0.00025512
205.38338, 0.00005473
205.39692, -0.00019857
205.41045, -0.00052325
205.42398, -0.00085276
205.43752, 0.00021988
205.45105, 0.00016493
205.46458, 0.00007988
205.47812, -0.00047832
205.49165, 0.00027720
205.50518, 0.00003817
205.51872, 0.00002862
205.53225, 0.00008419
205.54578, 0.00037491
205.55932, -0.00041795
205.57285, 0.00031864
205.58638, -0.00081775
205.59992, 0.00007986
205.61345, 0.00087663
205.62698, -0.00028045
205.64052, -0.00024683
205.65405, -0.00042365
205.66635, 0.00012888
