Timestamp, 2021-12-25 10:10:14 PM
Collector, High4
Mass ID, Pb208
Initial Mass, 204.0265
Peak Centre Mass,204.0328
Method, PeakScanning
PDT, 0.0010
Baseline, -0.000190
DetThreshold, 0.000348
DeltaMass, 0.612079
IntegPeriod, ms100

Mass, Intensity
203.41442, 0.00055518
203.42788, 0.00022368
203.44135, -0.00048004
203.45482, -0.00045841
203.46828, 0.00077201
203.48175, 0.00039594
203.49521, 0.00014560
203.50868, 0.00061823
203.52214, 0.00054605
203.53561, -0.00025240
203.54908, 0.00038008
203.56254, 0.00015250
203.57601, 0.00021475
203.58947, -0.00005925
203.60294, -0.00007418
203.61640, 0.00024915
203.62987, 0.00011118
203.64334, 0.00044708
203.65680, -0.00012003
203.67027, 0.00031856
203.68373, 0.00020243
203.69720, 0.00041821
203.71066, 0.00039352
203.72413, -0.00020441
203.73760, 0.00044230
203.75106, 0.00015487
203.76453, 0.00019378
203.77799, 0.00001252
203.79146, 0.00072275
203.80492, 0.00619824
203.81839, 0.09598393
203.83186, 0.74501487
203.84532, 2.76611502
203.85879, 5.38223066
203.87225, 10.14303394
203.88572, 14.89508756
203.89919, 18.41795039
203.91265, 20.77374065
203.92612, 21.62742274
203.93958, 21.88486303
203.95305, 21.93913441
203.96651, 21.95055151
203.97998, 21.95158504
203.99345, 21.96412767
204.00691, 21.96726868
204.02038, 21.97011887
204.03384, 21.96921144
204.04731, 21.97226182
204.06077, 21.97236636
204.07424, 21.97143716
204.08771, 21.96870840
204.10117, 21.96381881
204.11464, 21.95923738
204.12810, 21.90727637
204.14157, 21.57379860
204.15503, 20.24112463
204.16850, 17.90771657
204.18197, 13.86766495
204.19543, 9.53507599
204.20890, 5.30165157
204.22236, 1.98229385
204.23583, 0.71199044
204.24929, 0.14923698
204.26276, 0.02147421
204.27623, 0.00213611
204.28969, 0.00035559
204.30316, 0.00021862
204.31662, 0.00029512
204.33009, -0.00017528
204.34355, 0.00050923
204.35702, 0.00101075
204.37049, 0.00012910
204.38395, 0.00017903
204.39742, -0.00002307
204.41088, 0.00027460
204.42435, -0.00023726
204.43782, 0.00021099
204.45128, -0.00000321
204.46475, 0.00038905
204.47821, 0.00012505
204.49168, 0.00001183
204.50514, 0.00065860
204.51861, -0.00034463
204.53208, -0.00015875
204.54554, -0.00026365
204.55901, 0.00013286
204.57247, -0.00012839
204.58594, 0.00139517
204.59940, -0.00024975
204.61287, 0.00050375
204.62634, -0.00070901
204.63858, 0.00068530
