Timestamp, 2023-03-19 8:15:19 AM
Collector, High1
Mass ID, 206Pb
Initial Mass, 205.0202
Peak Centre Mass,205.0219
Method, PeakScanning
PDT, 0.0010
Baseline, -0.000165
DetThreshold, 0.000316
DeltaMass, 0.615061
IntegPeriod, ms100

Mass, Intensity
204.40514, -0.00037764
204.41867, -0.00037364
204.43221, 0.00048684
204.44574, 0.00037023
204.45927, 0.00046491
204.47280, 0.00028443
204.48633, 0.00010443
204.49986, 0.00004225
204.51339, -0.00001449
204.52692, 0.00015783
204.54046, 0.00062290
204.55399, -0.00000561
204.56752, -0.00023596
204.58105, 0.00042703
204.59458, -0.00018883
204.60811, 0.00008708
204.62164, 0.00041592
204.63518, 0.00022414
204.64871, -0.00021784
204.66224, 0.00005621
204.67577, 0.00078186
204.68930, 0.00013376
204.70283, 0.00007003
204.71636, 0.00005944
204.72989, -0.00054256
204.74343, -0.00027215
204.75696, -0.00010995
204.77049, 0.00089453
204.78402, 0.01389267
204.79755, 0.10918020
204.81108, 0.40482850
204.82461, 1.67449850
204.83815, 4.57488470
204.85168, 8.39203630
204.86521, 10.97923587
204.87874, 12.37091756
204.89227, 13.86517377
204.90580, 15.85646764
204.91933, 17.63787862
204.93286, 17.99205581
204.94640, 18.04273824
204.95993, 18.05226437
204.97346, 18.05133679
204.98699, 18.05377298
205.00052, 18.04958266
205.01405, 18.05235169
205.02758, 18.04230770
205.04112, 18.04218497
205.05465, 18.03985855
205.06818, 18.04618342
205.08171, 18.04733099
205.09524, 18.03773147
205.10877, 17.94274209
205.12230, 17.71823646
205.13583, 17.20745600
205.14937, 15.47947862
205.16290, 12.05426952
205.17643, 8.34228231
205.18996, 6.62122476
205.20349, 5.50229678
205.21702, 3.89931315
205.23055, 1.54123022
205.24409, 0.18157813
205.25762, 0.02342358
205.27115, 0.00168724
205.28468, 0.00029396
205.29821, 0.00039990
205.31174, -0.00000525
205.32527, -0.00036212
205.33880, 0.00020387
205.35234, -0.00010038
205.36587, -0.00009237
205.37940, 0.00034694
205.39293, 0.00032320
205.40646, 0.00009456
205.41999, 0.00053551
205.43352, 0.00012524
205.44706, 0.00108400
205.46059, 0.00009867
205.47412, 0.00030578
205.48765, 0.00050837
205.50118, 0.00028805
205.51471, 0.00026600
205.52824, 0.00022949
205.54177, 0.00033267
205.55531, 0.00034862
205.56884, 0.00016729
205.58237, 0.00002637
205.59590, -0.00027945
205.60943, 0.00009753
205.62296, -0.00031275
205.63526, 0.00034632
