#HEADER
Analysis
Version,1.4.0,1.04
Filename,A523_Pb-2541.TXT
MethodName,PbFaraday_Pbc3Line.TIMSAM
MethodPath,C:\IsoLinx\Projects\RIGL.Pro\Methods
IsoWorksMethod,PbFaraday_Pbc3Line
FolderPath,C:\IsoLinx\Projects\RIGL.Pro\Analysis\T0039_HiPb981DblSpk\A523_Pb.RAW
Corrected,Yes
BChannels,Yes
TimeZero, December 30, 2021 1:46:38 PM.578

#COLLECTORS
Name,Type,Resistor,Gain,Efficiency,DT
PM,PM,1e+11,1.000000000,1.000000000,31.3000
L5,F,1e+11,1.000000000,1.000000000,0.0000
L4,F,1e+11,1.000362239,1.000000000,0.0000
L3,F,1e+11,1.001916859,1.000000000,0.0000
L2,F,1e+11,0.998704526,1.000000000,0.0000
Ax,F,1e+11,0.994221629,1.000000000,0.0000
H1,F,1e+11,1.004330622,1.000000000,0.0000
H2,F,1e+11,0.967642535,1.000000000,0.0000
H3,F,1e+11,0.988378437,1.000000000,0.0000
H4,F,1e+11,0.996368444,1.000000000,0.0000

#BASELINES
ID,Block,Cycle,Integ,PeakID,AxMass,Time,PM,L5,L4,L3,L2,Ax,H1,H2,H3,H4,L5.B,L4.B,L3.B,L2.B,Ax.B,H1.B,H2.B,H3.B,H4.B
BL1, 1, 1, 1, BL1, 203.5000, 145.4309821, 0.000000000000e+000, 9.819342485727e-006, 1.459281203048e-005, 6.936063982546e-006, 1.288019433065e-005, 1.922197519297e-005, 5.365183890307e-005, 3.458308937494e-005, 9.695208304069e-005, 1.072404527910e-004, 9.819342485727e-006, 1.459281203048e-005, 6.936063982546e-006, 1.288019433065e-005, 1.922197519297e-005, 5.365183890307e-005, 3.458308937494e-005, 9.695208304069e-005, 1.072404527910e-004
BL2, 1, 1, 1, BL2, 204.5000, 151.4588238, 0.000000000000e+000, 1.257148537705e-006, 2.259157906529e-005, 1.125351881899e-005, 2.405111118354e-005, 2.382121315637e-005, 5.786890725212e-005, 1.017936170061e-004, 1.150427554628e-004, 6.253241940905e-005, 1.257148537705e-006, 2.259157906529e-005, 1.125351881899e-005, 2.405111118354e-005, 2.382121315637e-005, 5.786890725212e-005, 1.017936170061e-004, 1.150427554628e-004, 6.253241940905e-005
BL3, 1, 1, 1, BL3, 205.5000, 157.4740696, 0.000000000000e+000, 1.218122451674e-005, -1.704318318934e-006, 1.411437468407e-005, 2.748545119914e-005, 3.138587813881e-005, 2.321154666337e-004, 1.087133068573e-004, 4.323627538019e-005, 1.278139233988e-005, 1.218122451674e-005, -1.704318318934e-006, 1.411437468407e-005, 2.748545119914e-005, 3.138587813881e-005, 2.321154666337e-004, 1.087133068573e-004, 4.323627538019e-005, 1.278139233988e-005
BL4, 1, 1, 1, BL4, 206.5000, 163.4895450, 0.000000000000e+000, -1.082107580005e-005, 3.570209640543e-006, 2.472844647543e-005, 4.618578874768e-005, 9.566084789062e-005, 5.214544693080e-004, 5.225484936172e-005, 4.631144107065e-006, -1.225669061390e-006, -1.082107580005e-005, 3.570209640543e-006, 2.472844647543e-005, 4.618578874768e-005, 9.566084789062e-005, 5.214544693080e-004, 5.225484936172e-005, 4.631144107065e-006, -1.225669061390e-006
BL1, 1, 2, 1, BL1, 203.5000, 189.3936004, 0.000000000000e+000, 1.588098434700e-005, -8.164369923371e-007, 8.260248629599e-006, 3.543591482622e-006, 2.411632545057e-005, 6.241727387092e-005, 5.126243626717e-005, 9.829174556952e-005, 1.143064722601e-004, 1.588098434700e-005, -8.164369923371e-007, 8.260248629599e-006, 3.543591482622e-006, 2.411632545057e-005, 6.241727387092e-005, 5.126243626717e-005, 9.829174556952e-005, 1.143064722601e-004
BL2, 1, 2, 1, BL2, 204.5000, 195.4069553, 0.000000000000e+000, 2.290809261025e-007, 8.462092864890e-006, 6.423775381694e-006, 1.859359603250e-005, 2.255599953231e-005, 4.117742623961e-005, 9.734309201217e-005, 1.099498828256e-004, 4.260766366197e-005, 2.290809261025e-007, 8.462092864890e-006, 6.423775381694e-006, 1.859359603250e-005, 2.255599953231e-005, 4.117742623961e-005, 9.734309201217e-005, 1.099498828256e-004, 4.260766366197e-005
BL3, 1, 2, 1, BL3, 205.5000, 201.4211154, 0.000000000000e+000, -2.447007423436e-006, 8.028887394374e-006, 1.726338724244e-005, 1.221054754679e-005, 4.425206882896e-005, 2.321630866991e-004, 1.222217059699e-004, 5.398096641915e-005, 1.577594320751e-005, -2.447007423436e-006, 8.028887394374e-006, 1.726338724244e-005, 1.221054754679e-005, 4.425206882896e-005, 2.321630866991e-004, 1.222217059699e-004, 5.398096641915e-005, 1.577594320751e-005
BL4, 1, 2, 1, BL4, 206.5000, 207.4345939, 0.000000000000e+000, 1.548061925627e-006, 5.084133757656e-006, 1.983642557602e-005, 4.074173441388e-005, 8.872822970214e-005, 5.178108990055e-004, 5.642397810910e-005, 5.543908530628e-006, 2.052600983294e-006, 1.548061925627e-006, 5.084133757656e-006, 1.983642557602e-005, 4.074173441388e-005, 8.872822970214e-005, 5.178108990055e-004, 5.642397810910e-005, 5.543908530628e-006, 2.052600983294e-006
BL1, 1, 3, 1, BL1, 203.5000, 233.2646986, 0.000000000000e+000, -6.927387975915e-006, 3.438083559178e-006, 1.858704349747e-006, -1.232365400075e-006, 1.233436375478e-005, 4.509435351449e-005, 4.451730324214e-005, 9.870724340295e-005, 1.148802894283e-004, -6.927387975915e-006, 3.438083559178e-006, 1.858704349747e-006, -1.232365400075e-006, 1.233436375478e-005, 4.509435351449e-005, 4.451730324214e-005, 9.870724340295e-005, 1.148802894283e-004
BL2, 1, 3, 1, BL2, 204.5000, 239.2792527, 0.000000000000e+000, 1.860357784550e-006, 2.309182907498e-006, 8.682408966051e-006, 1.508585259462e-005, 2.349503291896e-005, 2.813022613000e-005, 1.009038044235e-004, 1.158657247957e-004, 4.703280479445e-005, 1.860357784550e-006, 2.309182907498e-006, 8.682408966051e-006, 1.508585259462e-005, 2.349503291896e-005, 2.813022613000e-005, 1.009038044235e-004, 1.158657247957e-004, 4.703280479445e-005
